condo_name,district,top_year,km_mrt,x_coord,y_coord,median_rent,refPeriod,region,ref_year,condo_age
CLOVER BY THE PARK,20,2012,1 - BISHAN,29336.92704544,37915.471780989996,2.84,2017Q4,RCR,2017,6
CLOVER BY THE PARK,20,2012,1 - BISHAN,29336.92704544,37915.471780989996,3.12,2015Q4,RCR,2015,4
CLOVER BY THE PARK,20,2012,1 - BISHAN,29336.92704544,37915.471780989996,2.98,2016Q3,RCR,2016,5
CLOVER BY THE PARK,20,2012,1 - BISHAN,29336.92704544,37915.471780989996,3.24,2016Q2,RCR,2016,5
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.51,2015Q1,RCR,2015,12
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.43,2015Q2,RCR,2015,12
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.37,2015Q3,RCR,2015,12
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.48,2016Q1,RCR,2016,13
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.18,2017Q1,RCR,2017,14
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.19,2016Q4,RCR,2016,13
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.15,2017Q4,RCR,2017,14
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.12,2016Q3,RCR,2016,13
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.05,2017Q3,RCR,2017,14
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.2,2016Q2,RCR,2016,13
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.55,2015Q4,RCR,2015,12
GOLDENHILL PARK CONDOMINIUM,20,2004,0.23 - LORONG CHUAN,31230.97662089,37211.445914669996,3.13,2017Q2,RCR,2017,14
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,3.15,2015Q1,RCR,2015,11
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,3.01,2015Q2,RCR,2015,11
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,3,2015Q3,RCR,2015,11
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,3,2016Q1,RCR,2016,12
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,2.75,2017Q1,RCR,2017,13
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,2.77,2016Q4,RCR,2016,12
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,2.6,2017Q4,RCR,2017,13
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,2.67,2017Q3,RCR,2017,13
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,2.92,2016Q2,RCR,2016,12
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,2.84,2016Q3,RCR,2016,12
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,2.94,2015Q4,RCR,2015,11
GRANDEUR 8,20,2005,0.66 - ANG MO KIO,29478.197874470003,39828.604955120005,2.68,2017Q2,RCR,2017,13
SEASONS VIEW,20,2000,0.45 - MARYMOUNT,28909.96663461,37131.03784346,2.8,2015Q3,RCR,2015,16
SEASONS VIEW,20,2000,0.45 - MARYMOUNT,28909.96663461,37131.03784346,2.65,2017Q1,RCR,2017,18
SEASONS VIEW,20,2000,0.45 - MARYMOUNT,28909.96663461,37131.03784346,2.78,2016Q2,RCR,2016,17
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.85,2015Q2,RCR,2015,12
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.91,2015Q1,RCR,2015,12
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.99,2015Q3,RCR,2015,12
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.56,2016Q4,RCR,2016,13
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.5,2017Q1,RCR,2017,14
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.58,2016Q3,RCR,2016,13
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.45,2017Q4,RCR,2017,14
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.44,2017Q2,RCR,2017,14
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.86,2016Q1,RCR,2016,13
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.52,2017Q3,RCR,2017,14
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.86,2015Q4,RCR,2015,12
THE GARDENS AT BISHAN,20,2004,1.94 - MARYMOUNT,27696.256281460002,38551.71996521,2.62,2016Q2,RCR,2016,13
1 KING ALBERT PARK,21,1997,0.4 - KING ALBERT PARK,22107.030779549998,35423.09043184,2.89,2016Q2,OCR,2016,20
1 KING ALBERT PARK,21,1997,0.4 - KING ALBERT PARK,22107.030779549998,35423.09043184,2.5,2016Q3,OCR,2016,20
ASTOR GREEN,21,1995,0.68 - DOVER,21708.48189794,33407.67871496,2.62,2017Q3,OCR,2017,23
ASTOR GREEN,21,1995,0.68 - DOVER,21708.48189794,33407.67871496,2.79,2016Q3,OCR,2016,22
BROOKVALE PARK,21,1983,1.5 - BEAUTY WORLD,20959.120131059997,34607.80830155,2.08,2016Q2,OCR,2016,34
BROOKVALE PARK,21,1983,1.5 - BEAUTY WORLD,20959.120131059997,34607.80830155,2.15,2016Q3,OCR,2016,34
CAVENDISH PARK,21,1996,0.67 - DOVER,21610.136337940003,33223.04701619,3.02,2015Q3,OCR,2015,20
CAVENDISH PARK,21,1996,0.67 - DOVER,21610.136337940003,33223.04701619,2.84,2015Q1,OCR,2015,20
CAVENDISH PARK,21,1996,0.67 - DOVER,21610.136337940003,33223.04701619,2.67,2017Q3,OCR,2017,22
CAVENDISH PARK,21,1996,0.67 - DOVER,21610.136337940003,33223.04701619,3.03,2016Q3,OCR,2016,21
CAVENDISH PARK,21,1996,0.67 - DOVER,21610.136337940003,33223.04701619,2.66,2016Q4,OCR,2016,21
CAVENDISH PARK,21,1996,0.67 - DOVER,21610.136337940003,33223.04701619,2.65,2017Q4,OCR,2017,22
CAVENDISH PARK,21,1996,0.67 - DOVER,21610.136337940003,33223.04701619,3.13,2015Q4,OCR,2015,20
CAVENDISH PARK,21,1996,0.67 - DOVER,21610.136337940003,33223.04701619,2.76,2016Q2,OCR,2016,21
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.8,2015Q1,OCR,2015,5
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.76,2015Q2,OCR,2015,5
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.71,2015Q3,OCR,2015,5
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.52,2016Q1,OCR,2016,6
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.74,2016Q4,OCR,2016,6
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.78,2016Q3,OCR,2016,6
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.54,2017Q4,OCR,2017,7
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.48,2017Q3,OCR,2017,7
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.6,2015Q4,OCR,2015,5
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.59,2017Q1,OCR,2017,7
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.68,2016Q2,OCR,2016,6
FLORIDIAN,21,2011,0.34 - KING ALBERT PARK,22707.29815541,34979.48996574,3.44,2017Q2,OCR,2017,7
GARDENVISTA,21,2006,0.46 - KING ALBERT PARK,22164.05386286,35721.4096585,3.39,2015Q2,OCR,2015,10
GARDENVISTA,21,2006,0.46 - KING ALBERT PARK,22164.05386286,35721.4096585,3.33,2015Q3,OCR,2015,10
GARDENVISTA,21,2006,0.46 - KING ALBERT PARK,22164.05386286,35721.4096585,3.42,2016Q1,OCR,2016,11
GARDENVISTA,21,2006,0.46 - KING ALBERT PARK,22164.05386286,35721.4096585,3.44,2017Q1,OCR,2017,12
GARDENVISTA,21,2006,0.46 - KING ALBERT PARK,22164.05386286,35721.4096585,3.77,2016Q4,OCR,2016,11
GARDENVISTA,21,2006,0.46 - KING ALBERT PARK,22164.05386286,35721.4096585,3.36,2016Q3,OCR,2016,11
GARDENVISTA,21,2006,0.46 - KING ALBERT PARK,22164.05386286,35721.4096585,3.3,2017Q4,OCR,2017,12
GARDENVISTA,21,2006,0.46 - KING ALBERT PARK,22164.05386286,35721.4096585,3.22,2017Q3,OCR,2017,12
GARDENVISTA,21,2006,0.46 - KING ALBERT PARK,22164.05386286,35721.4096585,3.39,2015Q4,OCR,2015,10
GARDENVISTA,21,2006,0.46 - KING ALBERT PARK,22164.05386286,35721.4096585,3.44,2016Q2,OCR,2016,11
GARDENVISTA,21,2006,0.46 - KING ALBERT PARK,22164.05386286,35721.4096585,3.36,2017Q2,OCR,2017,12
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,2.2,2015Q1,OCR,2015,20
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,2.01,2015Q3,OCR,2015,20
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,2,2015Q2,OCR,2015,20
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,2.04,2017Q2,OCR,2017,22
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,1.98,2017Q1,OCR,2017,22
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,1.97,2016Q4,OCR,2016,21
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,1.9,2017Q4,OCR,2017,22
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,1.97,2017Q3,OCR,2017,22
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,2.09,2016Q1,OCR,2016,21
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,1.86,2016Q3,OCR,2016,21
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,1.97,2016Q2,OCR,2016,21
HUME PARK I,21,1996,0.91 - HILLVIEW,20734.22846657,37297.772314,2.04,2015Q4,OCR,2015,20
HUME PARK II,21,1997,0.79 - HILLVIEW,20738.4867663,37473.09089361,2.25,2015Q1,OCR,2015,19
HUME PARK II,21,1997,0.79 - HILLVIEW,20738.4867663,37473.09089361,2.02,2015Q3,OCR,2015,19
HUME PARK II,21,1997,0.79 - HILLVIEW,20738.4867663,37473.09089361,2.14,2015Q2,OCR,2015,19
HUME PARK II,21,1997,0.79 - HILLVIEW,20738.4867663,37473.09089361,2,2017Q1,OCR,2017,21
HUME PARK II,21,1997,0.79 - HILLVIEW,20738.4867663,37473.09089361,2.08,2016Q4,OCR,2016,20
HUME PARK II,21,1997,0.79 - HILLVIEW,20738.4867663,37473.09089361,2.02,2017Q4,OCR,2017,21
HUME PARK II,21,1997,0.79 - HILLVIEW,20738.4867663,37473.09089361,1.88,2017Q3,OCR,2017,21
HUME PARK II,21,1997,0.79 - HILLVIEW,20738.4867663,37473.09089361,2.08,2016Q1,OCR,2016,20
HUME PARK II,21,1997,0.79 - HILLVIEW,20738.4867663,37473.09089361,2.03,2016Q3,OCR,2016,20
HUME PARK II,21,1997,0.79 - HILLVIEW,20738.4867663,37473.09089361,2.09,2016Q2,OCR,2016,20
HUME PARK II,21,1997,0.79 - HILLVIEW,20738.4867663,37473.09089361,2.04,2015Q4,OCR,2015,19
JARDIN,21,2012,0.39 - KING ALBERT PARK,22152.35965367,35549.70051524,3.7,2015Q1,OCR,2015,4
JARDIN,21,2012,0.39 - KING ALBERT PARK,22152.35965367,35549.70051524,3.23,2017Q2,OCR,2017,6
JARDIN,21,2012,0.39 - KING ALBERT PARK,22152.35965367,35549.70051524,3.23,2017Q4,OCR,2017,6
JARDIN,21,2012,0.39 - KING ALBERT PARK,22152.35965367,35549.70051524,3.47,2016Q1,OCR,2016,5
JARDIN,21,2012,0.39 - KING ALBERT PARK,22152.35965367,35549.70051524,3.68,2016Q3,OCR,2016,5
JARDIN,21,2012,0.39 - KING ALBERT PARK,22152.35965367,35549.70051524,3.19,2015Q4,OCR,2015,4
MAPLEWOODS,21,1997,0.21 - KING ALBERT PARK,22562.508733349998,35217.73273072,2.72,2015Q3,OCR,2015,19
MAPLEWOODS,21,1997,0.21 - KING ALBERT PARK,22562.508733349998,35217.73273072,2.81,2015Q1,OCR,2015,19
MAPLEWOODS,21,1997,0.21 - KING ALBERT PARK,22562.508733349998,35217.73273072,2.6,2015Q2,OCR,2015,19
MAPLEWOODS,21,1997,0.21 - KING ALBERT PARK,22562.508733349998,35217.73273072,2.79,2016Q1,OCR,2016,20
MAPLEWOODS,21,1997,0.21 - KING ALBERT PARK,22562.508733349998,35217.73273072,2.7,2016Q4,OCR,2016,20
MAPLEWOODS,21,1997,0.21 - KING ALBERT PARK,22562.508733349998,35217.73273072,2.76,2016Q3,OCR,2016,20
MAPLEWOODS,21,1997,0.21 - KING ALBERT PARK,22562.508733349998,35217.73273072,2.69,2016Q2,OCR,2016,20
MAPLEWOODS,21,1997,0.21 - KING ALBERT PARK,22562.508733349998,35217.73273072,2.81,2015Q4,OCR,2015,19
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.34,2015Q2,OCR,2015,37
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.19,2015Q1,OCR,2015,37
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.14,2015Q4,OCR,2015,37
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.14,2017Q2,OCR,2017,39
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.25,2017Q3,OCR,2017,39
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.19,2016Q3,OCR,2016,38
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.2,2017Q4,OCR,2017,39
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.2,2016Q4,OCR,2016,38
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.08,2016Q1,OCR,2016,38
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.09,2017Q1,OCR,2017,39
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.43,2015Q3,OCR,2015,37
PANDAN VALLEY,21,1979,1.01 - DOVER,21840.59521209,33426.010406090005,2.29,2016Q2,OCR,2016,38
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,2.12,2015Q2,OCR,2015,16
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,2.32,2015Q1,OCR,2015,16
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,2.09,2015Q4,OCR,2015,16
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,2.2,2016Q1,OCR,2016,17
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,1.95,2017Q2,OCR,2017,18
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,2.06,2016Q3,OCR,2016,17
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,2.09,2017Q3,OCR,2017,18
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,2.02,2017Q4,OCR,2017,18
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,2.09,2016Q4,OCR,2016,17
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,2.19,2017Q1,OCR,2017,18
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,2.29,2015Q3,OCR,2015,16
PARC PALAIS,21,2000,0.55 - HILLVIEW,20378.18174253,37680.17641956,2.02,2016Q2,OCR,2016,17
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.27,2015Q1,OCR,2015,18
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.23,2015Q2,OCR,2015,18
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.23,2015Q3,OCR,2015,18
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.15,2017Q2,OCR,2017,20
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.1,2016Q4,OCR,2016,19
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.01,2017Q1,OCR,2017,20
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.04,2017Q4,OCR,2017,20
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.05,2017Q3,OCR,2017,20
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.21,2015Q4,OCR,2015,18
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.22,2016Q1,OCR,2016,19
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.13,2016Q3,OCR,2016,19
SIGNATURE PARK,21,1998,0.97 - BEAUTY WORLD,20709.92931555,35894.68309393,2.13,2016Q2,OCR,2016,19
SOUTHAVEN I,21,1997,0.75 - BEAUTY WORLD,21272.93942094,36663.88243121,2.34,2015Q3,OCR,2015,19
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.43,2015Q1,OCR,2015,17
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.18,2015Q2,OCR,2015,17
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.11,2015Q4,OCR,2015,17
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.06,2017Q2,OCR,2017,19
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.02,2016Q4,OCR,2016,18
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.08,2017Q1,OCR,2017,19
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.23,2017Q4,OCR,2017,19
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.06,2017Q3,OCR,2017,19
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.12,2016Q1,OCR,2016,18
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.3,2015Q3,OCR,2015,17
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.16,2016Q3,OCR,2016,18
SOUTHAVEN II,21,1999,0.62 - BEAUTY WORLD,21370.75196083,36505.310145159994,2.14,2016Q2,OCR,2016,18
SUMMERHILL,21,2003,0.49 - HILLVIEW,20462.59794969,37988.98457846,2.47,2015Q1,OCR,2015,13
SUMMERHILL,21,2003,0.49 - HILLVIEW,20462.59794969,37988.98457846,2.32,2015Q2,OCR,2015,13
SUMMERHILL,21,2003,0.49 - HILLVIEW,20462.59794969,37988.98457846,2.49,2015Q3,OCR,2015,13
SUMMERHILL,21,2003,0.49 - HILLVIEW,20462.59794969,37988.98457846,2.32,2017Q1,OCR,2017,15
SUMMERHILL,21,2003,0.49 - HILLVIEW,20462.59794969,37988.98457846,2.38,2017Q2,OCR,2017,15
SUMMERHILL,21,2003,0.49 - HILLVIEW,20462.59794969,37988.98457846,2.54,2016Q3,OCR,2016,14
SUMMERHILL,21,2003,0.49 - HILLVIEW,20462.59794969,37988.98457846,2.27,2017Q3,OCR,2017,15
SUMMERHILL,21,2003,0.49 - HILLVIEW,20462.59794969,37988.98457846,2.41,2016Q1,OCR,2016,14
SUMMERHILL,21,2003,0.49 - HILLVIEW,20462.59794969,37988.98457846,2.39,2016Q2,OCR,2016,14
SUMMERHILL,21,2003,0.49 - HILLVIEW,20462.59794969,37988.98457846,2.39,2015Q4,OCR,2015,13
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.37,2015Q1,OCR,2015,18
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.44,2015Q2,OCR,2015,18
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.19,2016Q4,OCR,2016,19
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.28,2015Q3,OCR,2015,18
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.12,2017Q1,OCR,2017,20
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.31,2017Q2,OCR,2017,20
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.22,2017Q4,OCR,2017,20
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.25,2016Q3,OCR,2016,19
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.19,2017Q3,OCR,2017,20
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.27,2016Q2,OCR,2016,19
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.35,2015Q4,OCR,2015,18
SYMPHONY HEIGHTS,21,1998,0.66 - HILLVIEW,20625.20353334,37630.169577960005,2.44,2016Q1,OCR,2016,19
THE BLOSSOMVALE,21,1999,0.2 - KING ALBERT PARK,22383.73710178,35584.08630987,2.87,2015Q2,OCR,2015,17
THE BLOSSOMVALE,21,1999,0.2 - KING ALBERT PARK,22383.73710178,35584.08630987,2.86,2015Q1,OCR,2015,17
THE BLOSSOMVALE,21,1999,0.2 - KING ALBERT PARK,22383.73710178,35584.08630987,2.61,2015Q3,OCR,2015,17
THE BLOSSOMVALE,21,1999,0.2 - KING ALBERT PARK,22383.73710178,35584.08630987,2.65,2017Q1,OCR,2017,19
THE BLOSSOMVALE,21,1999,0.2 - KING ALBERT PARK,22383.73710178,35584.08630987,2.83,2016Q3,OCR,2016,18
THE BLOSSOMVALE,21,1999,0.2 - KING ALBERT PARK,22383.73710178,35584.08630987,2.98,2016Q1,OCR,2016,18
THE BLOSSOMVALE,21,1999,0.2 - KING ALBERT PARK,22383.73710178,35584.08630987,2.63,2017Q3,OCR,2017,19
THE BLOSSOMVALE,21,1999,0.2 - KING ALBERT PARK,22383.73710178,35584.08630987,2.87,2015Q4,OCR,2015,17
THE BLOSSOMVALE,21,1999,0.2 - KING ALBERT PARK,22383.73710178,35584.08630987,2.76,2016Q2,OCR,2016,18
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.47,2015Q2,OCR,2015,5
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.63,2015Q1,OCR,2015,5
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.45,2015Q3,OCR,2015,5
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.4,2016Q4,OCR,2016,6
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.38,2017Q1,OCR,2017,7
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.55,2016Q3,OCR,2016,6
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.4,2017Q4,OCR,2017,7
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.17,2017Q2,OCR,2017,7
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.53,2016Q1,OCR,2016,6
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.31,2017Q3,OCR,2017,7
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.51,2015Q4,OCR,2015,5
THE CASCADIA,21,2011,0.52 - KING ALBERT PARK,22930.324955609998,35115.19824217,3.67,2016Q2,OCR,2016,6
THE HILLSIDE,21,2001,1.15 - HILLVIEW,20727.19720598,37219.657440849995,2.32,2015Q2,OCR,2015,15
THE HILLSIDE,21,2001,1.15 - HILLVIEW,20727.19720598,37219.657440849995,2.42,2015Q1,OCR,2015,15
THE HILLSIDE,21,2001,1.15 - HILLVIEW,20727.19720598,37219.657440849995,2.17,2017Q1,OCR,2017,17
THE HILLSIDE,21,2001,1.15 - HILLVIEW,20727.19720598,37219.657440849995,2.17,2017Q4,OCR,2017,17
THE HILLSIDE,21,2001,1.15 - HILLVIEW,20727.19720598,37219.657440849995,2.32,2016Q3,OCR,2016,16
THE HILLSIDE,21,2001,1.15 - HILLVIEW,20727.19720598,37219.657440849995,2.13,2016Q1,OCR,2016,16
THE HILLSIDE,21,2001,1.15 - HILLVIEW,20727.19720598,37219.657440849995,2.2,2017Q3,OCR,2017,17
THE HILLSIDE,21,2001,1.15 - HILLVIEW,20727.19720598,37219.657440849995,2.36,2015Q3,OCR,2015,15
THE HILLSIDE,21,2001,1.15 - HILLVIEW,20727.19720598,37219.657440849995,2.19,2015Q4,OCR,2015,15
THE HILLSIDE,21,2001,1.15 - HILLVIEW,20727.19720598,37219.657440849995,2.36,2016Q2,OCR,2016,16
