name,type,rent,date
AMBER RESIDENCES,Condo,3.61,NA
AMBER RESIDENCES,Condo,3.44,NA
AMBER RESIDENCES,Condo,3.87,NA
AMBER RESIDENCES,Condo,3.87,NA
AMBER RESIDENCES,Condo,2.4,NA
AMBER RESIDENCES,Condo,2.32,NA
AMBER RESIDENCES,Condo,3.87,NA
AMBER RESIDENCES,Condo,3.44,NA
AMBER RESIDENCES,Condo,2.45,NA
AMBER RESIDENCES,Condo,3.87,NA
AMBER RESIDENCES,Condo,2.4,NA
AMBER RESIDENCES,Condo,3.86,NA
ANGULLIA PARK RESIDENCES @ ORCHARD,NA,4.7,NA
ANGULLIA PARK RESIDENCES @ ORCHARD,NA,4.7,NA
ARDMORE 3,Condo,5.88,NA
ARDMORE 3,Condo,5.33,NA
ARDMORE 3,Condo,5.53,NA
ARDMORE II,Condo,5.43,NA
ARDMORE II,Condo,5.19,NA
ARDMORE II,Condo,5.19,NA
ARDMORE II,Condo,4.94,NA
ARDMORE II,Condo,5.19,NA
ARDMORE II,Condo,4.94,NA
ARDMORE PARK,Condo,5.89,NA
ARDMORE PARK,Condo,5.89,NA
ARDMORE 3,Condo,5.33,NA
ARDMORE 3,Condo,5.53,NA
ARDMORE II,Condo,5.43,NA
ARDMORE II,Condo,5.19,NA
ARDMORE II,Condo,5.19,NA
ARDMORE II,Condo,4.94,NA
ARDMORE II,Condo,5.19,NA
ARDMORE II,Condo,4.94,NA
ARDMORE PARK,Condo,5.89,NA
ARDMORE PARK,Condo,5.89,NA
ARDMORE RESIDENCE,Condo,5.96,NA
ARDMORE RESIDENCE,Condo,5.9,NA
ARDMORE RESIDENCE,Condo,5.9,NA
ARDMORE RESIDENCE,Condo,5.93,NA
ARDMORE RESIDENCE,Condo,5.96,NA
ARDMORE RESIDENCE,Condo,5.96,NA
ARDMORE RESIDENCE,Condo,5.9,NA
ASCENTIA SKY,Condo,3.73,NA
ASCENTIA SKY,Condo,3.73,NA
ASCENTIA SKY,Condo,3.9,NA
ASCENTIA SKY,Condo,3.78,NA
ASCENTIA SKY,Condo,3.85,NA
ASCENTIA SKY,Condo,3.3,NA
ASCENTIA SKY,Condo,3.3,NA
ASCENTIA SKY,Condo,4.18,NA
ASCENTIA SKY,Condo,4.18,NA
ASCENTIA SKY,Condo,4.81,NA
ASPEN HEIGHTS,NA,NA,NA
ASPEN LOFT,NA,2.04,NA
ASTORIA PARK,Condo,3.1,NA
ASCENTIA SKY,Condo,3.78,NA
ASCENTIA SKY,Condo,3.85,NA
ASCENTIA SKY,Condo,3.3,NA
ASCENTIA SKY,Condo,3.3,NA
ASCENTIA SKY,Condo,4.18,NA
ASCENTIA SKY,Condo,4.18,NA
ASCENTIA SKY,Condo,4.81,NA
ASPEN HEIGHTS,NA,NA,NA
ASPEN LOFT,NA,2.04,NA
ASTORIA PARK,Condo,3.1,NA
ASTORIA PARK,Condo,3.1,NA
ASTORIA PARK,Condo,3.24,NA
ASTORIA PARK,Condo,3.1,NA
ASTORIA PARK,Condo,3.13,NA
ASTRID MEADOWS,Condo,3.67,NA
ASTRID MEADOWS,Condo,3.81,NA
ASTRID MEADOWS,Condo,3.67,NA
ASTRID MEADOWS,Condo,3.67,NA
ASTRID MEADOWS,Condo,NA,NA
ASTRID MEADOWS,Condo,3.67,NA
AVILA GARDENS,Condo,1.6,NA
AVILA GARDENS,Condo,1.6,NA
AVILA GARDENS,Condo,1.6,NA
AXIS @ SIGLAP,NA,3.3,NA
AXIS @ SIGLAP,NA,2.91,NA
AXIS @ SIGLAP,NA,2.91,NA
BALESTIER POINT,NA,5.37,NA
BALESTIER POINT,NA,3.26,NA
BALLOTA PARK,Condo,1.76,NA
BALMORAL HILLS,Condo,3.16,NA
AVILA GARDENS,Condo,1.6,NA
AVILA GARDENS,Condo,1.6,NA
AVILA GARDENS,Condo,1.6,NA
AXIS @ SIGLAP,NA,3.3,NA
AXIS @ SIGLAP,NA,2.91,NA
AXIS @ SIGLAP,NA,2.91,NA
BALESTIER POINT,NA,5.37,NA
BALESTIER POINT,NA,3.26,NA
BALLOTA PARK,Condo,1.76,NA
BALMORAL HILLS,Condo,3.16,NA
BALMORAL HILLS,Condo,3.16,NA
BALMORAL RESIDENCES,Condo,3.39,NA
BALMORAL RESIDENCES,Condo,3.39,NA
BANYAN CONDO,Condo,2.61,NA
BANYAN CONDO,Condo,2.29,NA
BANYAN CONDO,Condo,2.26,NA
BANYAN CONDO,Condo,2.61,NA
BANYAN CONDO,Condo,2.29,NA
BARTLEY RESIDENCES,Condo,3.59,NA
BARTLEY RESIDENCES,Condo,2.9,NA
BARTLEY RESIDENCES,Condo,2.97,NA
BARTLEY RESIDENCES,Condo,3.59,NA
BARTLEY RESIDENCES,Condo,3.19,NA
BARTLEY RESIDENCES,Condo,3.03,NA
BARTLEY RESIDENCES,Condo,3.39,NA
BARTLEY RESIDENCES,Condo,3.03,NA
BARTLEY RIDGE,Condo,3.3,NA
BAYSHORE PARK,Condo,2.4,NA
BAYSHORE PARK,Condo,2.73,NA
BAYSHORE PARK,Condo,2.55,NA
BARTLEY RESIDENCES,Condo,2.97,NA
BARTLEY RESIDENCES,Condo,3.59,NA
BARTLEY RESIDENCES,Condo,3.19,NA
BARTLEY RESIDENCES,Condo,3.03,NA
BARTLEY RESIDENCES,Condo,3.39,NA
BARTLEY RESIDENCES,Condo,3.03,NA
BARTLEY RIDGE,Condo,3.3,NA
BAYSHORE PARK,Condo,2.4,NA
BAYSHORE PARK,Condo,2.73,NA
BAYSHORE PARK,Condo,2.55,NA
BAYSHORE PARK,Condo,2.73,NA
BEACON HEIGHTS,Condo,2.79,NA
BEAUTY WORLD CENTRE,NA,10.82,NA
BEAVERTON COURT,Condo,2.98,NA
BEDOK RESIDENCES,Condo,4.35,NA
BEDOK RESIDENCES,Condo,3.4,NA
BEDOK RESIDENCES,Condo,3.94,NA
BEDOK RESIDENCES,Condo,4.93,NA
BELLA CASITA,NA,3.27,NA
BELLE VUE RESIDENCES,Condo,4.18,NA
BELLE VUE RESIDENCES,Condo,4.27,NA
BELLE VUE RESIDENCES,Condo,4.18,NA
BELLE VUE RESIDENCES,Condo,4.27,NA
BELLE VUE RESIDENCES,Condo,4.84,NA
BELLE VUE RESIDENCES,Condo,4.84,NA
BELMOND GREEN,Condo,3.78,NA
BELMOND GREEN,Condo,3.61,NA
BERKELEY RESIDENCES,NA,3.48,NA
BERKELEY RESIDENCES,NA,3.6,NA
BIRMINGHAM MANSIONS,NA,3.1,NA
BELLE VUE RESIDENCES,Condo,4.27,NA
BELLE VUE RESIDENCES,Condo,4.18,NA
BELLE VUE RESIDENCES,Condo,4.27,NA
BELLE VUE RESIDENCES,Condo,4.84,NA
BELLE VUE RESIDENCES,Condo,4.84,NA
BELMOND GREEN,Condo,3.78,NA
BELMOND GREEN,Condo,3.61,NA
BERKELEY RESIDENCES,NA,3.48,NA
BERKELEY RESIDENCES,NA,3.6,NA
BIRMINGHAM MANSIONS,NA,3.1,NA
BIRMINGHAM MANSIONS,NA,3.1,NA
BIRMINGHAM MANSIONS,NA,3.1,NA
BIRMINGHAM MANSIONS,NA,3.1,NA
BISHAN LOFT,Condo,3.27,NA
BISHAN LOFT,Condo,3.12,NA
BISHAN LOFT,Condo,3.12,NA
BLISS @ KOVAN,Condo,2.75,NA
BLOSSOMS @ WOODLEIGH,Condo,3.05,NA
BLUE HORIZON,Condo,3.03,NA
BLUE HORIZON,Condo,2.95,NA
BLUE HORIZON,Condo,2.95,NA
BLUE HORIZON,Condo,3.01,NA
BLUE HORIZON,Condo,3.18,NA
BLUE HORIZON,Condo,3.09,NA
BOON TECK TOWER,Condo,1.99,NA
BOONVIEW,Condo,2.55,NA
BOONVIEW,Condo,2.55,NA
BOONVIEW,Condo,2.71,NA
BOONVIEW,Condo,2.71,NA
BOONVIEW,Condo,2.71,NA
BLUE HORIZON,Condo,2.95,NA
BLUE HORIZON,Condo,3.01,NA
BLUE HORIZON,Condo,3.18,NA
BLUE HORIZON,Condo,3.09,NA
BOON TECK TOWER,Condo,1.99,NA
BOONVIEW,Condo,2.55,NA
BOONVIEW,Condo,2.55,NA
BOONVIEW,Condo,2.71,NA
BOONVIEW,Condo,2.71,NA
BOONVIEW,Condo,2.71,NA
BOTANIC GARDENS MANSION,NA,2.62,NA
BOTANIC GARDENS MANSION,NA,2.62,NA
BOTANIC LODGE,NA,3.13,NA
BOTANIC LODGE,NA,3.13,NA
BOTANIC LODGE,NA,3.13,NA
BOTANIC LODGE,NA,3.13,NA
BOTANIC LODGE,NA,3.13,NA
BOTANNIA,Condo,2.77,NA
BOTANNIA,Condo,2.88,NA
BOTANNIA,Condo,2.66,NA
BOTANNIA,Condo,2.66,NA
BOTANNIA,Condo,1.92,NA
BOTANNIA,Condo,1.92,NA
BOTANNIA,Condo,2.66,NA
BRADDELL VIEW,NA,1.86,NA
BRADDELL VIEW,NA,1.9,NA
BRADDELL VIEW,NA,1.9,NA
BUCKLEY RESIDENCE,Condo,NA,NA
BUCKLEY RESIDENCE,Condo,2.94,NA
BUCKLEY RESIDENCE,Condo,2.94,NA
BOTANNIA,Condo,2.66,NA
BOTANNIA,Condo,1.92,NA
BOTANNIA,Condo,1.92,NA
BOTANNIA,Condo,2.66,NA
BRADDELL VIEW,NA,1.86,NA
BRADDELL VIEW,NA,1.9,NA
BRADDELL VIEW,NA,1.9,NA
BUCKLEY RESIDENCE,Condo,NA,NA
BUCKLEY RESIDENCE,Condo,2.94,NA
BUCKLEY RESIDENCE,Condo,2.94,NA
BUKIT REGENCY,Condo,1.82,NA
BUKIT REGENCY,Condo,1.82,NA
BURLINGTON SQUARE,NA,NA,NA
BURLINGTON SQUARE,NA,NA,NA
BURLINGTON SQUARE,NA,NA,NA
CAIRNHILL CREST,Condo,4.31,NA
CAIRNHILL CREST,Condo,4.03,NA
CAIRNHILL CREST,Condo,4.5,NA
CAIRNHILL CREST,Condo,4.15,NA
CAIRNHILL CREST,Condo,4.5,NA
CAIRNHILL CREST,Condo,4.15,NA
CAIRNHILL CREST,Condo,4.15,NA
CAIRNHILL NINE,Condo,6.59,NA
CAIRNHILL NINE,Condo,7,NA
CAIRNHILL NINE,Condo,6.38,NA
CAIRNHILL NINE,Condo,7.3,NA
CAIRNHILL NINE,Condo,6.85,NA
CAIRNHILL NINE,Condo,6.38,NA
CAIRNHILL NINE,Condo,6,NA
CAIRNHILL NINE,Condo,6.73,NA
CAIRNHILL CREST,Condo,4.15,NA
CAIRNHILL CREST,Condo,4.15,NA
CAIRNHILL NINE,Condo,6.59,NA
CAIRNHILL NINE,Condo,7,NA
CAIRNHILL NINE,Condo,6.38,NA
CAIRNHILL NINE,Condo,7.3,NA
CAIRNHILL NINE,Condo,6.85,NA
CAIRNHILL NINE,Condo,6.38,NA
CAIRNHILL NINE,Condo,6,NA
CAIRNHILL NINE,Condo,6.73,NA
CAIRNHILL NINE,Condo,6.11,NA
CAIRNHILL NINE,Condo,6.06,NA
CAIRNHILL NINE,Condo,6.39,NA
CAIRNHILL NINE,Condo,6,NA
CAIRNHILL NINE,Condo,6.06,NA
CAIRNHILL NINE,Condo,6.11,NA
CAIRNHILL NINE,Condo,7.13,NA
CAIRNHILL NINE,Condo,6.38,NA
CAIRNHILL NINE,Condo,6,NA
CAIRNHILL NINE,Condo,7.13,NA
CAIRNHILL NINE,Condo,7,NA
CAIRNHILL NINE,Condo,7.3,NA
CAIRNHILL NINE,Condo,7.3,NA
CAIRNHILL NINE,Condo,6.39,NA
CAIRNHILL NINE,Condo,7,NA
CAIRNHILL NINE,Condo,7.3,NA
CAIRNHILL NINE,Condo,7.3,NA
CAIRNHILL NINE,Condo,6,NA
CAIRNHILL NINE,Condo,6.06,NA
CAIRNHILL NINE,Condo,7.28,NA
CAIRNHILL NINE,Condo,7,NA
CAIRNHILL NINE,Condo,7.3,NA
CAIRNHILL NINE,Condo,7.3,NA
CAIRNHILL NINE,Condo,6.39,NA
CAIRNHILL NINE,Condo,7,NA
CAIRNHILL NINE,Condo,7.3,NA
CAIRNHILL NINE,Condo,7.3,NA
CAIRNHILL NINE,Condo,6,NA
CAIRNHILL NINE,Condo,6.06,NA
CAIRNHILL NINE,Condo,7.28,NA
CAIRNHILL NINE,Condo,7.3,NA
CAIRNHILL NINE,Condo,5.94,NA
CAIRNHILL PLAZA,NA,2.62,NA
CAIRNHILL RESIDENCES,Condo,4.52,NA
CAIRNHILL RESIDENCES,Condo,4.56,NA
CAIRNHILL RESIDENCES,Condo,5.41,NA
CAIRNHILL RESIDENCES,Condo,4.86,NA
CAIRNHILL RESIDENCES,Condo,5.42,NA
CAIRNHILL RESIDENCES,Condo,4.94,NA
CAIRNHILL RESIDENCES,Condo,4.86,NA
CANBERRA RESIDENCES,Condo,2.26,NA
CANBERRA RESIDENCES,Condo,2.88,NA
CANBERRA RESIDENCES,Condo,2.23,NA
CARABELLE,NA,2.79,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.04,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.56,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.49,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.11,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.65,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.49,NA
CANBERRA RESIDENCES,Condo,2.26,NA
CANBERRA RESIDENCES,Condo,2.88,NA
CANBERRA RESIDENCES,Condo,2.23,NA
CARABELLE,NA,2.79,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.04,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.56,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.49,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.11,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.65,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.49,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.11,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.82,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.65,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.31,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.56,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.04,NA
CARIBBEAN AT KEPPEL BAY,Condo,4.82,NA
CARISSA PARK,Condo,2.23,NA
CASA ROSA CONDO,Condo,1.84,NA
CASAFINA,Condo,2.19,NA
CASHEW HEIGHTS,Condo,1.82,NA
CASHEW HEIGHTS,Condo,2.06,NA
CASHEW HEIGHTS,Condo,2.19,NA
CASHEW HEIGHTS,Condo,2.04,NA
CASHEW HEIGHTS,Condo,1.82,NA
CASPIAN,Condo,2.99,NA
CASPIAN,Condo,3.1,NA
CASUARINA COVE,Condo,2.51,NA
CAVENAGH LODGE,NA,4.63,NA
CAVENAGH LODGE,NA,2.87,NA
CASHEW HEIGHTS,Condo,1.82,NA
CASHEW HEIGHTS,Condo,2.06,NA
CASHEW HEIGHTS,Condo,2.19,NA
CASHEW HEIGHTS,Condo,2.04,NA
CASHEW HEIGHTS,Condo,1.82,NA
CASPIAN,Condo,2.99,NA
CASPIAN,Condo,3.1,NA
CASUARINA COVE,Condo,2.51,NA
CAVENAGH LODGE,NA,4.63,NA
CAVENAGH LODGE,NA,2.87,NA
CAVENAGH LODGE,NA,2.65,NA
CAVENAGH LODGE,NA,2.87,NA
CAVENDISH PARK,Condo,3.13,NA
CAVENDISH PARK,Condo,2.85,NA
CENTRA RESIDENCE,NA,2.71,NA
CENTRAL GREEN,Condo,3.84,NA
CENTRAL GREEN,Condo,3.07,NA
CENTRAL GROVE,Condo,2.54,NA
CENTRAL GROVE,Condo,2.82,NA
CENTREPOINT APARTMENTS,NA,NA,NA
CENTRO RESIDENCES,Condo,4.04,NA
CENTRO RESIDENCES,Condo,3.79,NA
CENTRO RESIDENCES,Condo,3.32,NA
CENTRO RESIDENCES,Condo,3.78,NA
CENTRO RESIDENCES,Condo,3.44,NA
CENTRO RESIDENCES,Condo,3.79,NA
CENTRO RESIDENCES,Condo,3.67,NA
CEYLON RESIDENCE,NA,3.55,NA
CEYLON RESIDENCE,NA,3.55,NA
CEYLON RESIDENCE,NA,3.55,NA
CENTRO RESIDENCES,Condo,4.04,NA
CENTRO RESIDENCES,Condo,3.79,NA
CENTRO RESIDENCES,Condo,3.32,NA
CENTRO RESIDENCES,Condo,3.78,NA
CENTRO RESIDENCES,Condo,3.44,NA
CENTRO RESIDENCES,Condo,3.79,NA
CENTRO RESIDENCES,Condo,3.67,NA
CEYLON RESIDENCE,NA,3.55,NA
CEYLON RESIDENCE,NA,3.55,NA
CEYLON RESIDENCE,NA,3.55,NA
CHANGI GREEN,Condo,2.06,NA
CHANGI RISE,Condo,2.48,NA
CHANGI RISE,Condo,2.48,NA
CHANGI RISE,Condo,2.58,NA
CHANTILLY RISE,Condo,1.87,NA
CHARLESTON,NA,2.9,NA
CHARLESTON,NA,2.9,NA
CHARLESTON,NA,2.89,NA
CHARLESTON,NA,2.9,NA
CHARLESTON,NA,3.2,NA
CHARLESTON,NA,2.9,NA
CHIP BEE GARDENS,NA,3.52,NA
CHUAN PARK,Condo,2.29,NA
CITY SQUARE RESIDENCES,Condo,4.17,NA
CITY SQUARE RESIDENCES,Condo,3.72,NA
CITY SQUARE RESIDENCES,Condo,3.6,NA
CITY SQUARE RESIDENCES,Condo,3.45,NA
CITY SQUARE RESIDENCES,Condo,3.07,NA
CITY SQUARE RESIDENCES,Condo,3.39,NA
CITY SQUARE RESIDENCES,Condo,3.45,NA
CHARLESTON,NA,2.9,NA
CHIP BEE GARDENS,NA,3.52,NA
CHUAN PARK,Condo,2.29,NA
CITY SQUARE RESIDENCES,Condo,4.17,NA
CITY SQUARE RESIDENCES,Condo,3.72,NA
CITY SQUARE RESIDENCES,Condo,3.6,NA
CITY SQUARE RESIDENCES,Condo,3.45,NA
CITY SQUARE RESIDENCES,Condo,3.07,NA
CITY SQUARE RESIDENCES,Condo,3.39,NA
CITY SQUARE RESIDENCES,Condo,3.45,NA
CITY SQUARE RESIDENCES,Condo,3.79,NA
CITY SQUARE RESIDENCES,Condo,3.51,NA
CITY SQUARE RESIDENCES,Condo,3.93,NA
CITY SQUARE RESIDENCES,Condo,3.62,NA
CITY SQUARE RESIDENCES,Condo,3.83,NA
CITY SQUARE RESIDENCES,Condo,3.6,NA
CITY SQUARE RESIDENCES,Condo,4.05,NA
CITY SQUARE RESIDENCES,Condo,3.51,NA
CITY SQUARE RESIDENCES,Condo,3.45,NA
CITY SQUARE RESIDENCES,Condo,3.93,NA
CITY VISTA RESIDENCE,NA,3.95,NA
CITY VISTA RESIDENCE,NA,NA,NA
CITYLIGHTS,Condo,4.12,NA
CITYLIGHTS,Condo,NA,NA
CITYLIGHTS,Condo,NA,NA
CITYLIGHTS,Condo,3.5,NA
CITYLIGHTS,Condo,4.44,NA
CITYLIGHTS,Condo,4.85,NA
CITYLIGHTS,Condo,NA,NA
CITYLIGHTS,Condo,NA,NA
CITY VISTA RESIDENCE,NA,3.95,NA
CITY VISTA RESIDENCE,NA,NA,NA
CITYLIGHTS,Condo,4.12,NA
CITYLIGHTS,Condo,NA,NA
CITYLIGHTS,Condo,NA,NA
CITYLIGHTS,Condo,3.5,NA
CITYLIGHTS,Condo,4.44,NA
CITYLIGHTS,Condo,4.85,NA
CITYLIGHTS,Condo,NA,NA
CITYLIGHTS,Condo,NA,NA
CITYLIGHTS,Condo,3.43,NA
CITYLIGHTS,Condo,5.01,NA
CITYLIGHTS,Condo,3.5,NA
CITYLIGHTS,Condo,4.59,NA
CITYLIGHTS,Condo,4.36,NA
CITYLIGHTS,Condo,4.36,NA
CITYLIGHTS,Condo,3.36,NA
CITYLIGHTS,Condo,3.43,NA
CITYLIGHTS,Condo,3.54,NA
CITYLIGHTS,Condo,4.59,NA
CITYLIGHTS,Condo,4.72,NA
CITYLIGHTS,Condo,4.59,NA
CITYLIGHTS,Condo,3.57,NA
CITYLIGHTS,Condo,4.53,NA
CITYLIGHTS,Condo,4.59,NA
CITYLIGHTS,Condo,4.72,NA
CITYLIGHTS,Condo,4.72,NA
CITYLIGHTS,Condo,3.5,NA
CITYLIGHTS,Condo,4.36,NA
CITYLIGHTS,Condo,3.54,NA
CITYLIGHTS,Condo,4.72,NA
CITYLIGHTS,Condo,4.59,NA
CITYLIGHTS,Condo,3.57,NA
CITYLIGHTS,Condo,4.53,NA
CITYLIGHTS,Condo,4.59,NA
CITYLIGHTS,Condo,4.72,NA
CITYLIGHTS,Condo,4.72,NA
CITYLIGHTS,Condo,3.5,NA
CITYLIGHTS,Condo,4.36,NA
CITYLIGHTS,Condo,3.54,NA
CITYLIGHTS,Condo,4.14,NA
CITYLIGHTS,Condo,3.54,NA
CITYLIGHTS,Condo,4.7,NA
CITYLIGHTS,Condo,3.38,NA
CITYLIGHTS,Condo,5.91,NA
CITYLIGHTS,Condo,3.43,NA
CITYLIGHTS,Condo,4.59,NA
CITYSCAPE AT FARRER PARK,Condo,3.13,NA
CLAREMONT,NA,3.18,NA
CLAREMONT,NA,3.45,NA
CLEMENTI PARK CONDO,Condo,1.63,NA
CLEMENTI WOODS CONDO,Condo,3.13,NA
CLIVEDEN AT GRANGE,Condo,4.75,NA
CLIVEDEN AT GRANGE,Condo,4.88,NA
CLIVEDEN AT GRANGE,Condo,4.57,NA
CLIVEDEN AT GRANGE,Condo,4.44,NA
CLIVEDEN AT GRANGE,Condo,4.75,NA
CLIVEDEN AT GRANGE,Condo,4.75,NA
CLIVEDEN AT GRANGE,Condo,4.88,NA
CLIVEDEN AT GRANGE,Condo,3.64,NA
CLEMENTI PARK CONDO,Condo,1.63,NA
CLEMENTI WOODS CONDO,Condo,3.13,NA
CLIVEDEN AT GRANGE,Condo,4.75,NA
CLIVEDEN AT GRANGE,Condo,4.88,NA
CLIVEDEN AT GRANGE,Condo,4.57,NA
CLIVEDEN AT GRANGE,Condo,4.44,NA
CLIVEDEN AT GRANGE,Condo,4.75,NA
CLIVEDEN AT GRANGE,Condo,4.75,NA
CLIVEDEN AT GRANGE,Condo,4.88,NA
CLIVEDEN AT GRANGE,Condo,3.64,NA
CLIVEDEN AT GRANGE,Condo,4.93,NA
CLIVEDEN AT GRANGE,Condo,4.75,NA
CLIVEDEN AT GRANGE,Condo,4.75,NA
CLIVEDEN AT GRANGE,Condo,4.93,NA
CLIVEDEN AT GRANGE,Condo,4.75,NA
CLIVEDEN AT GRANGE,Condo,4.75,NA
CLIVEDEN AT GRANGE,Condo,4.88,NA
CLUNY PARK RESIDENCE,NA,6.31,NA
COCO PALMS,Condo,3.26,NA
COCO PALMS,Condo,3.17,NA
COCO PALMS,Condo,3.63,NA
COCO PALMS,Condo,3.45,NA
COCO PALMS,Condo,3.5,NA
COCO PALMS,Condo,3.45,NA
COCO PALMS,Condo,3.17,NA
COCO PALMS,Condo,3.1,NA
COCO PALMS,Condo,3.17,NA
COMMONWEALTH TOWERS,Condo,5.42,NA
COMMONWEALTH TOWERS,Condo,5.11,NA
COMMONWEALTH TOWERS,Condo,5.49,NA
COCO PALMS,Condo,3.63,NA
COCO PALMS,Condo,3.45,NA
COCO PALMS,Condo,3.5,NA
COCO PALMS,Condo,3.45,NA
COCO PALMS,Condo,3.17,NA
COCO PALMS,Condo,3.1,NA
COCO PALMS,Condo,3.17,NA
COMMONWEALTH TOWERS,Condo,5.42,NA
COMMONWEALTH TOWERS,Condo,5.11,NA
COMMONWEALTH TOWERS,Condo,5.49,NA
COMMONWEALTH TOWERS,Condo,6.12,NA
COMMONWEALTH TOWERS,Condo,5.08,NA
COMMONWEALTH TOWERS,Condo,3.87,NA
COMPASS HEIGHTS,NA,NA,NA
CONCOURSE SKYLINE,NA,5.19,NA
CONCOURSE SKYLINE,NA,4.83,NA
CONCOURSE SKYLINE,NA,4.83,NA
CONCOURSE SKYLINE,NA,4.53,NA
CONCOURSE SKYLINE,NA,3.84,NA
CONCOURSE SKYLINE,NA,4.69,NA
CONCOURSE SKYLINE,NA,4.83,NA
CONCOURSE SKYLINE,NA,5.1,NA
CONCOURSE SKYLINE,NA,4.69,NA
CONCOURSE SKYLINE,NA,4.82,NA
CORALIS,NA,5.86,NA
CORALIS,NA,3.32,NA
CORALIS,NA,5.05,NA
CORALIS,NA,5.86,NA
CORALIS,NA,5.05,NA
CORALIS,NA,5.25,NA
CONCOURSE SKYLINE,NA,4.83,NA
CONCOURSE SKYLINE,NA,5.1,NA
CONCOURSE SKYLINE,NA,4.69,NA
CONCOURSE SKYLINE,NA,4.82,NA
CORALIS,NA,5.86,NA
CORALIS,NA,3.32,NA
CORALIS,NA,5.05,NA
CORALIS,NA,5.86,NA
CORALIS,NA,5.05,NA
CORALIS,NA,5.25,NA
CORALIS,NA,5.86,NA
CORALIS,NA,3.72,NA
COSTA DEL SOL,Condo,3.39,NA
COSTA DEL SOL,Condo,3.12,NA
COSTA DEL SOL,Condo,3.39,NA
COSTA DEL SOL,Condo,3.39,NA
COSTA DEL SOL,Condo,2.52,NA
COSTA RHU,Condo,3.38,NA
COSTA RHU,Condo,3.36,NA
COSTA RHU,Condo,2.97,NA
COSTA RHU,Condo,3.23,NA
COSTA RHU,Condo,2.97,NA
COTE D'AZUR,Condo,3.25,NA
COTE D'AZUR,Condo,3.57,NA
COTE D'AZUR,Condo,3.6,NA
COTE D'AZUR,Condo,3.6,NA
COUNTRY PARK,Condo,2.74,NA
CRAIG PLACE,NA,5.26,NA
CUBE 8,Condo,4.64,NA
CUBE 8,Condo,4.64,NA
COSTA RHU,Condo,3.23,NA
COSTA RHU,Condo,2.97,NA
COTE D'AZUR,Condo,3.25,NA
COTE D'AZUR,Condo,3.57,NA
COTE D'AZUR,Condo,3.6,NA
COTE D'AZUR,Condo,3.6,NA
COUNTRY PARK,Condo,2.74,NA
CRAIG PLACE,NA,5.26,NA
CUBE 8,Condo,4.64,NA
CUBE 8,Condo,4.64,NA
CUSCADEN RESIDENCES,Condo,3.62,NA
CUSCADEN RESIDENCES,Condo,3.62,NA
CUSCADEN RESIDENCES,Condo,4.3,NA
CUSCADEN RESIDENCES,Condo,3.62,NA
CUSCADEN RESIDENCES,Condo,NA,NA
CUSCADEN RESIDENCES,Condo,3.62,NA
CUSCADEN RESIDENCES,Condo,4.3,NA
CUSCADEN RESIDENCES,Condo,3.62,NA
CYAN,Condo,4.65,NA
CYAN,Condo,4.7,NA
CYAN,Condo,4.21,NA
CYAN,Condo,4.05,NA
CYAN,Condo,3.78,NA
CYAN,Condo,4.45,NA
CYAN,Condo,4.72,NA
CYAN,Condo,3.78,NA
CYAN,Condo,4.05,NA
CYAN,Condo,4.17,NA
CYAN,Condo,4.65,NA
CYAN,Condo,4.45,NA
CYAN,Condo,4.21,NA
CYAN,Condo,4.05,NA
CYAN,Condo,3.78,NA
CYAN,Condo,4.45,NA
CYAN,Condo,4.72,NA
CYAN,Condo,3.78,NA
CYAN,Condo,4.05,NA
CYAN,Condo,4.17,NA
CYAN,Condo,4.65,NA
CYAN,Condo,4.45,NA
CYAN,Condo,3.78,NA
CYAN,Condo,4.65,NA
CYAN,Condo,4.72,NA
CYAN,Condo,4.65,NA
CYAN,Condo,4.02,NA
CYAN,Condo,4.3,NA
D'DALVEY,NA,3.67,NA
D'DALVEY,NA,3.44,NA
D'DALVEY,NA,3.44,NA
D'IXORAS,NA,3.34,NA
D'LEEDON,Condo,3.23,NA
D'PALMA,NA,2.99,NA
DAHLIA PARK,Condo,NA,NA
DAIRY FARM ESTATE,Condo,4.39,NA
DAIRY FARM ESTATE,Condo,2.08,NA
DE LENTE,NA,3.47,NA
DE ROYALE,Condo,2.73,NA
DE ROYALE,Condo,3.64,NA
DLV,NA,2.15,NA
DLV,NA,2.15,NA
D'LEEDON,Condo,3.23,NA
