name,type,rent,date
THE SEAVIEW,Condo,3.95,NA
THE SEAVIEW,Condo,3.86,NA
THE SEAVIEW,Condo,4.64,NA
THE SEAWIND,NA,NA,NA
THE SHORE RESIDENCES,Condo,4.36,NA
THE SHORE RESIDENCES,Condo,4.9,NA
THE SHORE RESIDENCES,Condo,5.24,NA
THE SHORE RESIDENCES,Condo,5.07,NA
THE SHORE RESIDENCES,Condo,4.9,NA
THE SHORE RESIDENCES,Condo,4.39,NA
THE SHORE RESIDENCES,Condo,4.7,NA
THE SHORE RESIDENCES,Condo,4.02,NA
THE SHORE RESIDENCES,Condo,5.07,NA
THE SEAWIND,NA,NA,NA
THE SHORE RESIDENCES,Condo,4.36,NA
THE SHORE RESIDENCES,Condo,4.9,NA
THE SHORE RESIDENCES,Condo,5.24,NA
THE SHORE RESIDENCES,Condo,5.07,NA
THE SHORE RESIDENCES,Condo,4.9,NA
THE SHORE RESIDENCES,Condo,4.39,NA
THE SHORE RESIDENCES,Condo,4.7,NA
THE SHORE RESIDENCES,Condo,4.02,NA
THE SHORE RESIDENCES,Condo,5.07,NA
THE SHORE RESIDENCES,Condo,4.7,NA
THE SHORE RESIDENCES,Condo,4.7,NA
THE SHORE RESIDENCES,Condo,4.9,NA
THE SHORE RESIDENCES,Condo,NA,NA
THE SHORE RESIDENCES,Condo,4.26,NA
THE SHORE RESIDENCES,Condo,4.7,NA
THE SHORE RESIDENCES,Condo,5,NA
THE SHORE RESIDENCES,Condo,5.07,NA
THE SHORE RESIDENCES,Condo,4.9,NA
THE SIERRA,NA,3.57,NA
THE SIERRA,NA,3.71,NA
THE SIERRA,NA,3.71,NA
THE SIERRA,NA,3.71,NA
THE SIERRA,NA,3.71,NA
THE SKYWOODS,Condo,3.61,NA
THE SKYWOODS,Condo,3.06,NA
THE SKYWOODS,Condo,3.06,NA
THE SOUND,NA,3.92,NA
THE SPRINGBLOOM,Condo,2.65,NA
THE SPRINGBLOOM,Condo,2.75,NA
THE SIERRA,NA,3.71,NA
THE SIERRA,NA,3.71,NA
THE SIERRA,NA,3.71,NA
THE SIERRA,NA,3.71,NA
THE SKYWOODS,Condo,3.61,NA
THE SKYWOODS,Condo,3.06,NA
THE SKYWOODS,Condo,3.06,NA
THE SOUND,NA,3.92,NA
THE SPRINGBLOOM,Condo,2.65,NA
THE SPRINGBLOOM,Condo,2.75,NA
THE SPRINGS,NA,3.42,NA
THE SPRINGS,NA,3.42,NA
THE STELLAR,Condo,3.5,NA
THE STELLAR,Condo,3.5,NA
THE STELLAR,Condo,3.61,NA
THE STELLAR,Condo,3.5,NA
THE SUITES @ CENTRAL,Condo,7.56,NA
THE SUITES @ CENTRAL,Condo,5.51,NA
THE SUNNY LEGEND,NA,2.6,NA
THE SUNNY SPRING,NA,NA,NA
THE SUNNY SPRING,NA,2.97,NA
THE SUNNY SPRING,NA,2.78,NA
THE SUNNY SPRING,NA,NA,NA
THE SUNNY SPRING,NA,2.78,NA
THE SUNNYDALE,Condo,2.83,NA
THE SUNNYDALE,Condo,2.75,NA
THE SUNNYDALE,Condo,2.75,NA
THE TATE RESIDENCES,Condo,4.75,NA
THE TATE RESIDENCES,Condo,4.75,NA
THE TATE RESIDENCES,Condo,4.1,NA
THE SUNNY SPRING,NA,2.97,NA
THE SUNNY SPRING,NA,2.78,NA
THE SUNNY SPRING,NA,NA,NA
THE SUNNY SPRING,NA,2.78,NA
THE SUNNYDALE,Condo,2.83,NA
THE SUNNYDALE,Condo,2.75,NA
THE SUNNYDALE,Condo,2.75,NA
THE TATE RESIDENCES,Condo,4.75,NA
THE TATE RESIDENCES,Condo,4.75,NA
THE TATE RESIDENCES,Condo,4.1,NA
THE TATE RESIDENCES,Condo,5.33,NA
THE TATE RESIDENCES,Condo,4.75,NA
THE TATE RESIDENCES,Condo,5.33,NA
THE TENNERY,Condo,3.48,NA
THE TESSARINA,Condo,3.16,NA
THE TESSARINA,Condo,3.16,NA
THE TRILINQ,Condo,4.83,NA
THE TRILLIUM,Condo,3.92,NA
THE TRILLIUM,Condo,3.89,NA
THE TRILLIUM,Condo,3.9,NA
THE TRILLIUM,Condo,4.15,NA
THE TRILLIUM,Condo,4.15,NA
THE TRIZON,Condo,3.94,NA
THE TRIZON,Condo,3.94,NA
THE TRIZON,Condo,3.88,NA
THE TRIZON,Condo,3.54,NA
THE TRIZON,Condo,3.35,NA
THE TRIZON,Condo,4.09,NA
THE TRIZON,Condo,3.27,NA
THE TRIZON,Condo,3.75,NA
THE TRILLIUM,Condo,4.15,NA
THE TRILLIUM,Condo,4.15,NA
THE TRIZON,Condo,3.94,NA
THE TRIZON,Condo,3.94,NA
THE TRIZON,Condo,3.88,NA
THE TRIZON,Condo,3.54,NA
THE TRIZON,Condo,3.35,NA
THE TRIZON,Condo,4.09,NA
THE TRIZON,Condo,3.27,NA
THE TRIZON,Condo,3.75,NA
THE TRIZON,Condo,3.43,NA
THE TRIZON,Condo,3.89,NA
THE TRIZON,Condo,3.79,NA
THE TRIZON,Condo,4.09,NA
THE TRIZON,Condo,3.89,NA
THE TRIZON,Condo,NA,NA
THE TRIZON,Condo,3.79,NA
THE TRIZON,Condo,4.19,NA
THE TROPIC GARDENS,Condo,2.16,NA
THE TRUMPS,Condo,2.87,NA
THE VENTANA,NA,2.7,NA
THE VENTANA,NA,2.7,NA
THE VERMONT ON CAIRNHILL,NA,4.64,NA
THE VERMONT ON CAIRNHILL,NA,4.64,NA
THE VERMONT ON CAIRNHILL,NA,4.64,NA
THE VERV @ RV,NA,4.3,NA
THE VERV @ RV,NA,4.3,NA
THE VERVE,Condo,3.39,NA
THE VERVE,Condo,3.64,NA
THE VERVE,Condo,3.26,NA
THE VENTANA,NA,2.7,NA
THE VENTANA,NA,2.7,NA
THE VERMONT ON CAIRNHILL,NA,4.64,NA
THE VERMONT ON CAIRNHILL,NA,4.64,NA
THE VERMONT ON CAIRNHILL,NA,4.64,NA
THE VERV @ RV,NA,4.3,NA
THE VERV @ RV,NA,4.3,NA
THE VERVE,Condo,3.39,NA
THE VERVE,Condo,3.64,NA
THE VERVE,Condo,3.26,NA
THE VINES,NA,2.39,NA
THE VINES,NA,2.39,NA
THE VINES,NA,2.39,NA
THE VISION,Condo,NA,NA
THE WARREN,Condo,2.26,NA
THE WARREN,Condo,NA,NA
THE WARREN,Condo,2.4,NA
THE WARREN,Condo,2.38,NA
THE WARREN,Condo,2.26,NA
THE WATERINA,NA,NA,NA
THE WATERINA,NA,3.3,NA
THE WATERINA,NA,3.07,NA
THE WATERINA,NA,2.89,NA
THE WATERINA,NA,3.57,NA
THE WATERINA,NA,3.75,NA
THE WATERINA,NA,NA,NA
THE WATERINA,NA,3.57,NA
THE WATERLINE,Condo,2.41,NA
THE WATERLINE,Condo,2.41,NA
THE WATERLINE,Condo,2.41,NA
THE WATERINA,NA,3.3,NA
THE WATERINA,NA,3.07,NA
THE WATERINA,NA,2.89,NA
THE WATERINA,NA,3.57,NA
THE WATERINA,NA,3.75,NA
THE WATERINA,NA,NA,NA
THE WATERINA,NA,3.57,NA
THE WATERLINE,Condo,2.41,NA
THE WATERLINE,Condo,2.41,NA
THE WATERLINE,Condo,2.41,NA
THE WATERLINE,Condo,3.16,NA
THE WHARF RESIDENCES,Condo,5.61,NA
THE WHARF RESIDENCES,Condo,4.71,NA
THE WHARF RESIDENCES,Condo,4.53,NA
THE WHARF RESIDENCES,Condo,4.97,NA
THE WHARF RESIDENCES,Condo,4.97,NA
THE WHARF RESIDENCES,Condo,4.44,NA
THE WHARF RESIDENCES,Condo,4.97,NA
THE WHARF RESIDENCES,Condo,4.97,NA
THE WINDSOR,Condo,NA,NA
THE WISTERIA,Condo,2.79,NA
THE WISTERIA,Condo,2.91,NA
THE WISTERIA,Condo,2.99,NA
THE WISTERIA,Condo,3.1,NA
THE WISTERIA,Condo,3.14,NA
THE WISTERIA,Condo,2.89,NA
THE WISTERIA,Condo,2.79,NA
THE WISTERIA,Condo,2.91,NA
THE WISTERIA,Condo,2.91,NA
THE WISTERIA,Condo,2.91,NA
THE WISTERIA,Condo,2.79,NA
THE WISTERIA,Condo,2.91,NA
THE WISTERIA,Condo,2.99,NA
THE WISTERIA,Condo,3.1,NA
THE WISTERIA,Condo,3.14,NA
THE WISTERIA,Condo,2.89,NA
THE WISTERIA,Condo,2.79,NA
THE WISTERIA,Condo,2.91,NA
THE WISTERIA,Condo,2.91,NA
THE WISTERIA,Condo,2.91,NA
THE WISTERIA,Condo,2.64,NA
THOMSON 800 CONDO,Condo,2.58,NA
THOMSON EURO-ASIA,Condo,3.19,NA
THOMSON EURO-ASIA,Condo,4.49,NA
THOMSON EURO-ASIA,Condo,3.19,NA
THOMSON EURO-ASIA,Condo,3.19,NA
THOMSON EURO-ASIA,Condo,4.26,NA
THOMSON GRAND,Condo,1.11,NA
THOMSON GRAND,Condo,1.11,NA
THOMSON GRAND,Condo,1.09,NA
THOMSON IMPERIAL COURT,NA,6.37,NA
THOMSON IMPERIAL COURT,NA,6.82,NA
THOMSON IMPRESSIONS,Condo,3.42,NA
THOMSON IMPRESSIONS,Condo,3.32,NA
THOMSON IMPRESSIONS,Condo,3.51,NA
THOMSON IMPRESSIONS,Condo,3.51,NA
THOMSON IMPRESSIONS,Condo,3.92,NA
THOMSON IMPRESSIONS,Condo,3.32,NA
THOMSON IMPRESSIONS,Condo,3.92,NA
THOMSON IMPRESSIONS,Condo,3.55,NA
THOMSON IMPERIAL COURT,NA,6.37,NA
THOMSON IMPERIAL COURT,NA,6.82,NA
THOMSON IMPRESSIONS,Condo,3.42,NA
THOMSON IMPRESSIONS,Condo,3.32,NA
THOMSON IMPRESSIONS,Condo,3.51,NA
THOMSON IMPRESSIONS,Condo,3.51,NA
THOMSON IMPRESSIONS,Condo,3.92,NA
THOMSON IMPRESSIONS,Condo,3.32,NA
THOMSON IMPRESSIONS,Condo,3.92,NA
THOMSON IMPRESSIONS,Condo,3.55,NA
THOMSON IMPRESSIONS,Condo,3.51,NA
THOMSON IMPRESSIONS,Condo,3.51,NA
THOMSON V ONE,NA,4.3,NA
THOMSON VIEW CONDO,Condo,2.21,NA
THOMSON VIEW CONDO,Condo,2.21,NA
THREE 11,NA,2.91,NA
THREE 11,NA,2.91,NA
THREE BALMORAL,Condo,5.38,NA
TIARA,Condo,3.35,NA
TRE RESIDENCES,Condo,5.26,NA
TRE RESIDENCES,Condo,4.32,NA
TRE RESIDENCES,Condo,4.06,NA
TRE RESIDENCES,Condo,4.07,NA
TRE RESIDENCES,Condo,4.74,NA
TRE RESIDENCES,Condo,4.45,NA
TRE RESIDENCES,Condo,4.74,NA
TRE RESIDENCES,Condo,4.74,NA
TRE RESIDENCES,Condo,4.06,NA
TRE RESIDENCES,Condo,4.74,NA
TRE RESIDENCES,Condo,4.74,NA
TRE RESIDENCES,Condo,4.32,NA
TRE RESIDENCES,Condo,4.06,NA
TRE RESIDENCES,Condo,4.07,NA
TRE RESIDENCES,Condo,4.74,NA
TRE RESIDENCES,Condo,4.45,NA
TRE RESIDENCES,Condo,4.74,NA
TRE RESIDENCES,Condo,4.74,NA
TRE RESIDENCES,Condo,4.06,NA
TRE RESIDENCES,Condo,4.74,NA
TRE RESIDENCES,Condo,4.74,NA
TRE RESIDENCES,Condo,4.45,NA
TRE RESIDENCES,Condo,4.07,NA
TRE RESIDENCES,Condo,3.95,NA
TRE RESIDENCES,Condo,4.07,NA
TRE RESIDENCES,Condo,4.32,NA
TRE RESIDENCES,Condo,3.95,NA
TRE RESIDENCES,Condo,4.06,NA
TRE RESIDENCES,Condo,3.95,NA
TRE RESIDENCES,Condo,4.07,NA
TRE RESIDENCES,Condo,4.07,NA
TREE HOUSE,Condo,3.19,NA
TREE HOUSE,Condo,2.86,NA
TRESALVEO,Condo,3.3,NA
TRESALVEO,Condo,3.2,NA
TRESALVEO,Condo,3.3,NA
TREVISTA,Condo,3.59,NA
TREVISTA,Condo,3.92,NA
TREVISTA,Condo,3.33,NA
TREVISTA,Condo,3.61,NA
TREVISTA,Condo,3.82,NA
TREE HOUSE,Condo,3.19,NA
TREE HOUSE,Condo,2.86,NA
TRESALVEO,Condo,3.3,NA
TRESALVEO,Condo,3.2,NA
TRESALVEO,Condo,3.3,NA
TREVISTA,Condo,3.59,NA
TREVISTA,Condo,3.92,NA
TREVISTA,Condo,3.33,NA
TREVISTA,Condo,3.61,NA
TREVISTA,Condo,3.82,NA
TREVOSE PARK,Condo,2.77,NA
TRIBECA BY THE WATERFRONT,Condo,5.42,NA
TRIBECA BY THE WATERFRONT,Condo,6.38,NA
TRIBECA BY THE WATERFRONT,Condo,6.19,NA
TRIBECA BY THE WATERFRONT,Condo,5.79,NA
TRIBECA BY THE WATERFRONT,Condo,6.78,NA
TRIBECA BY THE WATERFRONT,Condo,6.19,NA
TRIBECA BY THE WATERFRONT,Condo,6.78,NA
TRIBECA BY THE WATERFRONT,Condo,6.19,NA
TRIBECA BY THE WATERFRONT,Condo,6.38,NA
TRIBECA BY THE WATERFRONT,Condo,6.77,NA
TRIBECA BY THE WATERFRONT,Condo,5.79,NA
TRIBECA BY THE WATERFRONT,Condo,6.19,NA
TRIBECA BY THE WATERFRONT,Condo,6.19,NA
TRIBECA BY THE WATERFRONT,Condo,5.79,NA
TRILIGHT,Condo,4.49,NA
TRILIGHT,Condo,4.62,NA
TRILIGHT,Condo,4.62,NA
TRILIGHT,Condo,4.49,NA
TRILIGHT,Condo,4.49,NA
TRIBECA BY THE WATERFRONT,Condo,6.77,NA
TRIBECA BY THE WATERFRONT,Condo,5.79,NA
TRIBECA BY THE WATERFRONT,Condo,6.19,NA
TRIBECA BY THE WATERFRONT,Condo,6.19,NA
TRIBECA BY THE WATERFRONT,Condo,5.79,NA
TRILIGHT,Condo,4.49,NA
TRILIGHT,Condo,4.62,NA
TRILIGHT,Condo,4.62,NA
TRILIGHT,Condo,4.49,NA
TRILIGHT,Condo,4.49,NA
TRILIGHT,Condo,4.58,NA
TRILIGHT,Condo,4.49,NA
TRILIGHT,Condo,4.51,NA
TRILIGHT,Condo,4.69,NA
TRILIGHT,Condo,4.49,NA
TRILIGHT,Condo,4.49,NA
TRILIGHT,Condo,4.49,NA
TRILIGHT,Condo,4.49,NA
TRILIGHT,Condo,4.67,NA
TRILIGHT,Condo,4.49,NA
TRILIVE,Condo,3.32,NA
TRILIVE,Condo,NA,NA
TRILIVE,Condo,NA,NA
TRILIVE,Condo,4.92,NA
TRILIVE,Condo,NA,NA
TRILIVE,Condo,NA,NA
TRILIVE,Condo,4.55,NA
TRILIVE,Condo,3.62,NA
TRILIVE,Condo,3.62,NA
TRILIVE,Condo,4.33,NA
TRILIVE,Condo,3.32,NA
TRILIVE,Condo,NA,NA
TRILIVE,Condo,NA,NA
TRILIVE,Condo,4.92,NA
TRILIVE,Condo,NA,NA
TRILIVE,Condo,NA,NA
TRILIVE,Condo,4.55,NA
TRILIVE,Condo,3.62,NA
TRILIVE,Condo,3.62,NA
TRILIVE,Condo,4.33,NA
TRILIVE,Condo,NA,NA
TRILIVE,Condo,NA,NA
TRILIVE,Condo,4.17,NA
TRILIVE,Condo,3.62,NA
TURQUOISE,Condo,2.25,NA
TWIN REGENCY,Condo,4.16,NA
TWIN REGENCY,Condo,4.16,NA
TWIN REGENCY,Condo,4.36,NA
TWIN REGENCY,Condo,4.36,NA
TWIN REGENCY,Condo,4.16,NA
TWIN REGENCY,Condo,4.36,NA
TWO8ONE STUDIO,NA,4.92,NA
UE SQUARE,NA,NA,NA
UE SQUARE,NA,3.64,NA
UE SQUARE,NA,3.11,NA
UE SQUARE,NA,3.11,NA
UE SQUARE,NA,3.11,NA
UE SQUARE,NA,5.93,NA
UE SQUARE,NA,3.11,NA
UE SQUARE,NA,6.52,NA
TWIN REGENCY,Condo,4.36,NA
TWO8ONE STUDIO,NA,4.92,NA
UE SQUARE,NA,NA,NA
UE SQUARE,NA,3.64,NA
UE SQUARE,NA,3.11,NA
UE SQUARE,NA,3.11,NA
UE SQUARE,NA,3.11,NA
UE SQUARE,NA,5.93,NA
UE SQUARE,NA,3.11,NA
UE SQUARE,NA,6.52,NA
UE SQUARE,NA,6.52,NA
UE SQUARE,NA,3.11,NA
UE SQUARE,NA,3.11,NA
UE SQUARE,NA,5.53,NA
UE SQUARE,NA,4.07,NA
UE SQUARE,NA,7.5,NA
UE SQUARE,NA,6.52,NA
UE SQUARE,NA,6.52,NA
UNITED MANSION,NA,2.06,NA
UP @ ROBERTSON QUAY,NA,5.79,NA
UP @ ROBERTSON QUAY,NA,6,NA
UP @ ROBERTSON QUAY,NA,5.36,NA
UP @ ROBERTSON QUAY,NA,6,NA
UP @ ROBERTSON QUAY,NA,6.8,NA
UP @ ROBERTSON QUAY,NA,6,NA
UP @ ROBERTSON QUAY,NA,6.8,NA
URBAN RESORT CONDOMINIUM,Condo,4.31,NA
URBAN RESORT CONDOMINIUM,Condo,4.48,NA
URBAN RESORT CONDOMINIUM,Condo,4.31,NA
URBAN RESORT CONDOMINIUM,Condo,4.31,NA
UP @ ROBERTSON QUAY,NA,6,NA
UP @ ROBERTSON QUAY,NA,5.36,NA
UP @ ROBERTSON QUAY,NA,6,NA
UP @ ROBERTSON QUAY,NA,6.8,NA
UP @ ROBERTSON QUAY,NA,6,NA
UP @ ROBERTSON QUAY,NA,6.8,NA
URBAN RESORT CONDOMINIUM,Condo,4.31,NA
URBAN RESORT CONDOMINIUM,Condo,4.48,NA
URBAN RESORT CONDOMINIUM,Condo,4.31,NA
URBAN RESORT CONDOMINIUM,Condo,4.31,NA
URBAN VISTA,Condo,3.06,NA
URBAN VISTA,Condo,4.55,NA
URBANA,Condo,4.2,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
V ON SHENTON,Condo,NA,NA
V ON SHENTON,Condo,NA,NA
VACANZA @ EAST,Condo,3.33,NA
VALLEY HOUSE,NA,3.15,NA
VALLEY PARK,Condo,3.2,NA
VALLEY PARK,Condo,4.67,NA
VALLEY PARK,Condo,NA,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
URBANEDGE @ HOLLAND V,NA,3.3,NA
V ON SHENTON,Condo,NA,NA
V ON SHENTON,Condo,NA,NA
VACANZA @ EAST,Condo,3.33,NA
VALLEY HOUSE,NA,3.15,NA
VALLEY PARK,Condo,3.2,NA
VALLEY PARK,Condo,4.67,NA
VALLEY PARK,Condo,NA,NA
VALLEY PARK,Condo,3.37,NA
VALLEY PARK,Condo,4.67,NA
VALLEY PARK,Condo,2.88,NA
VALLEY PARK,Condo,2.96,NA
VALLEY PARK,Condo,3.16,NA
VALLEY PARK,Condo,4.67,NA
VALLEY PARK,Condo,2.96,NA
VALLEY PARK,Condo,3.37,NA
VALLEY PARK,Condo,3.16,NA
VARSITY PARK,Condo,3.64,NA
VARSITY PARK,Condo,3.2,NA
VARSITY PARK,Condo,3.84,NA
VARSITY PARK,Condo,3.84,NA
VARSITY PARK,Condo,3.8,NA
VARSITY PARK,Condo,3.8,NA
VARSITY PARK,Condo,3.84,NA
VARSITY PARK,Condo,3.5,NA
VENEZIO,NA,2,NA
VENEZIO,NA,2.11,NA
VENTURA VIEW,NA,3.02,NA
VARSITY PARK,Condo,3.2,NA
VARSITY PARK,Condo,3.84,NA
VARSITY PARK,Condo,3.84,NA
VARSITY PARK,Condo,3.8,NA
VARSITY PARK,Condo,3.8,NA
VARSITY PARK,Condo,3.84,NA
VARSITY PARK,Condo,3.5,NA
VENEZIO,NA,2,NA
VENEZIO,NA,2.11,NA
VENTURA VIEW,NA,3.02,NA
VERDURE,Condo,3.59,NA
VERDURE,Condo,4.22,NA
VERDURE,Condo,4.12,NA
VERDURE,Condo,4.22,NA
VERDURE,Condo,4.22,NA
VERDURE,Condo,3.88,NA
VERDURE,Condo,4.22,NA
VERDURE,Condo,4.22,NA
VERSILIA ON HAIG,Condo,3.75,NA
VERTIS,NA,2.35,NA
VERTIS,NA,2.35,NA
VERTIS,NA,NA,NA
VERTIS,NA,NA,NA
VERTIS,NA,NA,NA
VERTIS,NA,NA,NA
VIDA,NA,6.14,NA
VIDA,NA,6.26,NA
VIDA,NA,4.88,NA
VIDA,NA,4.47,NA
VILLA DE WEST,Condo,2.11,NA
VERTIS,NA,2.35,NA
VERTIS,NA,NA,NA
VERTIS,NA,NA,NA
VERTIS,NA,NA,NA
VERTIS,NA,NA,NA
VIDA,NA,6.14,NA
VIDA,NA,6.26,NA
VIDA,NA,4.88,NA
VIDA,NA,4.47,NA
VILLA DE WEST,Condo,2.11,NA
VILLA DELLE ROSE,Condo,NA,NA
VILLA DELLE ROSE,Condo,2.73,NA
VILLA MARINA,Condo,2.97,NA
VILLA MARINA,Condo,2.58,NA
VILLA MARINA,Condo,2.58,NA
VILLA MARINA,Condo,2.52,NA
VILLA MARINA,Condo,2.52,NA
VILLA MARINA,Condo,2.97,NA
VISIONCREST RESIDENCE,NA,4.82,NA
VISIONCREST RESIDENCE,NA,4.71,NA
VISIONCREST RESIDENCE,NA,4.5,NA
VISIONCREST RESIDENCE,NA,4.86,NA
VISIONCREST RESIDENCE,NA,5.29,NA
VISIONCREST RESIDENCE,NA,5.26,NA
VISIONCREST RESIDENCE,NA,5.66,NA
VISIONCREST RESIDENCE,NA,5.56,NA
VISIONCREST RESIDENCE,NA,5.59,NA
VISIONCREST RESIDENCE,NA,6,NA
VISIONCREST RESIDENCE,NA,4.89,NA
VISIONCREST RESIDENCE,NA,4.99,NA
VISIONCREST RESIDENCE,NA,4.5,NA
VISIONCREST RESIDENCE,NA,4.86,NA
VISIONCREST RESIDENCE,NA,5.29,NA
VISIONCREST RESIDENCE,NA,5.26,NA
VISIONCREST RESIDENCE,NA,5.66,NA
VISIONCREST RESIDENCE,NA,5.56,NA
VISIONCREST RESIDENCE,NA,5.59,NA
VISIONCREST RESIDENCE,NA,6,NA
VISIONCREST RESIDENCE,NA,4.89,NA
VISIONCREST RESIDENCE,NA,4.99,NA
VISIONCREST RESIDENCE,NA,4.5,NA
VISIONCREST RESIDENCE,NA,6.14,NA
VISIONCREST RESIDENCE,NA,5.12,NA
VISIONCREST RESIDENCE,NA,5.87,NA
VISIONCREST RESIDENCE,NA,4.5,NA
VISIONCREST RESIDENCE,NA,4.98,NA
VISIONCREST RESIDENCE,NA,6,NA
VISIONCREST RESIDENCE,NA,5.14,NA
VISIONCREST RESIDENCE,NA,5.31,NA
VISIONCREST RESIDENCE,NA,4.99,NA
VISIONCREST RESIDENCE,NA,4.98,NA
VISIONCREST RESIDENCE,NA,5.87,NA
VISIONCREST RESIDENCE,NA,4.5,NA
VISIONCREST RESIDENCE,NA,6,NA
VISIONCREST RESIDENCE,NA,4.85,NA
VISIONCREST RESIDENCE,NA,5.59,NA
VISIONCREST RESIDENCE,NA,4.24,NA
VISIONCREST RESIDENCE,NA,4.98,NA
VISIONCREST RESIDENCE,NA,4.22,NA
VISIONCREST RESIDENCE,NA,4.65,NA
VISIONCREST RESIDENCE,NA,4.98,NA
VISIONCREST RESIDENCE,NA,5.87,NA
VISIONCREST RESIDENCE,NA,4.5,NA
VISIONCREST RESIDENCE,NA,6,NA
VISIONCREST RESIDENCE,NA,4.85,NA
VISIONCREST RESIDENCE,NA,5.59,NA
VISIONCREST RESIDENCE,NA,4.24,NA
VISIONCREST RESIDENCE,NA,4.98,NA
VISIONCREST RESIDENCE,NA,4.22,NA
VISIONCREST RESIDENCE,NA,4.65,NA
VISIONCREST RESIDENCE,NA,5.87,NA
VISIONCREST RESIDENCE,NA,4.5,NA
VISIONCREST RESIDENCE,NA,4.98,NA
VISIONCREST RESIDENCE,NA,4.65,NA
VISIONCREST RESIDENCE,NA,5.87,NA
VISIONCREST RESIDENCE,NA,4.5,NA
VIVA VISTA,Condo,3.18,NA
VIVA VISTA,Condo,3.47,NA
VIVACE,NA,5.09,NA
VIZ @ HOLLAND,Condo,4.07,NA
VIZ @ HOLLAND,Condo,3.57,NA
VOGX,NA,2.17,NA
VOGX,NA,2.17,NA
VOGX,NA,2.17,NA
VUE 8 RESIDENCE,Condo,3.19,NA
WARNER COURT,NA,NA,NA
WARNER COURT,NA,2.99,NA
WARNER COURT,NA,2.99,NA
WARNER COURT,NA,2.99,NA
WARNER COURT,NA,2.99,NA
VIZ @ HOLLAND,Condo,3.57,NA
VOGX,NA,2.17,NA
VOGX,NA,2.17,NA
VOGX,NA,2.17,NA
VUE 8 RESIDENCE,Condo,3.19,NA
WARNER COURT,NA,NA,NA
WARNER COURT,NA,2.99,NA
WARNER COURT,NA,2.99,NA
WARNER COURT,NA,2.99,NA
WARNER COURT,NA,2.99,NA
WARNER COURT,NA,2.99,NA
WARNER COURT,NA,3.21,NA
WARNER COURT,NA,2.99,NA
WARNER COURT,NA,2.99,NA
WARNER COURT,NA,2.99,NA
WARNER COURT,NA,2.99,NA
WATER PLACE,Condo,3.1,NA
WATER PLACE,Condo,3.1,NA
WATER PLACE,Condo,3.36,NA
WATER PLACE,Condo,3.28,NA
WATER PLACE,Condo,3.36,NA
WATER PLACE,Condo,3.1,NA
WATERBANK AT DAKOTA,Condo,4.12,NA
WATERBANK AT DAKOTA,Condo,4.53,NA
WATERBANK AT DAKOTA,Condo,5.39,NA
WATERBANK AT DAKOTA,Condo,4.42,NA
WATERBANK AT DAKOTA,Condo,4.18,NA
WATERBANK AT DAKOTA,Condo,6.09,NA
WATERBANK AT DAKOTA,Condo,3.43,NA
WATERBANK AT DAKOTA,Condo,5.29,NA
WATER PLACE,Condo,3.36,NA
WATER PLACE,Condo,3.1,NA
WATERBANK AT DAKOTA,Condo,4.12,NA
WATERBANK AT DAKOTA,Condo,4.53,NA
WATERBANK AT DAKOTA,Condo,5.39,NA
WATERBANK AT DAKOTA,Condo,4.42,NA
WATERBANK AT DAKOTA,Condo,4.18,NA
WATERBANK AT DAKOTA,Condo,6.09,NA
WATERBANK AT DAKOTA,Condo,3.43,NA
WATERBANK AT DAKOTA,Condo,5.29,NA
WATERBANK AT DAKOTA,Condo,4.81,NA
WATERBANK AT DAKOTA,Condo,4.81,NA
WATERBANK AT DAKOTA,Condo,4.38,NA
WATERFRONT GOLD,Condo,3.41,NA
WATERFRONT GOLD,Condo,3.41,NA
WATERFRONT GOLD,Condo,3.75,NA
WATERFRONT GOLD,Condo,3.75,NA
WATERFRONT ISLE,Condo,3.17,NA
WATERFRONT ISLE,Condo,3.27,NA
WATERFRONT ISLE,Condo,3.17,NA
WATERFRONT ISLE,Condo,3.27,NA
WATERFRONT ISLE,Condo,3.17,NA
WATERFRONT ISLE,Condo,3.27,NA
WATERMARK @ ROBERTSON QUAY,Condo,4.82,NA
WATERMARK @ ROBERTSON QUAY,Condo,4.7,NA
WATERMARK @ ROBERTSON QUAY,Condo,4.81,NA
WATERMARK @ ROBERTSON QUAY,Condo,5.04,NA
WATERMARK @ ROBERTSON QUAY,Condo,4.54,NA
WATERMARK @ ROBERTSON QUAY,Condo,4.81,NA
WATERMARK @ ROBERTSON QUAY,Condo,4.81,NA
WATERFRONT ISLE,Condo,3.27,NA
WATERFRONT ISLE,Condo,3.17,NA
WATERFRONT ISLE,Condo,3.27,NA
WATERMARK @ ROBERTSON QUAY,Condo,4.82,NA
WATERMARK @ ROBERTSON QUAY,Condo,4.7,NA
