"","name","type","rent","date"
"2691","VERTEX","NA","2.19",NA
"2692","VISION EXCHANGE","NA","7.74",NA
"2693","VISION EXCHANGE","NA","8.99",NA
"2694","WEST MALL","NA","17.07",NA
"2695","WESTVIEW FOOD FACTORY","NA","2.47",NA
"2696","WINSTEDT","NA","8",NA
"2697","WIS @ CHANGI","NA","3.14",NA
"2698","YI GUANG FACTORY BUILDING","NA","1.79",NA
"2699","YISHUN","NA","9.5",NA
"2700","YISHUN RING ROAD","NA","19.32",NA
"2701","VERTEX","NA","2.19",NA
"2702","VISION EXCHANGE","NA","7.74",NA
"2703","VISION EXCHANGE","NA","8.99",NA
"2704","WEST MALL","NA","17.07",NA
"2705","WESTVIEW FOOD FACTORY","NA","2.47",NA
"2706","WINSTEDT","NA","8",NA
"2707","WIS @ CHANGI","NA","3.14",NA
"2708","YI GUANG FACTORY BUILDING","NA","1.79",NA
"2709","YISHUN","NA","9.5",NA
"2710","YISHUN RING ROAD","NA","19.32",NA
"2711","EASTWOOD CENTRE","NA",NA,NA
"2712","38 DRAYCOTT DRIVE","Condo","3.68",NA
"2713","76 SHENTON","NA","6.08",NA
"2714","76 SHENTON","NA","5.93",NA
"2715","76 SHENTON","NA","4.54",NA
"2716","8 @ MOUNT SOPHIA","Condo","2.59",NA
"2717","ADRIA","NA","4.64",NA
"2718","ALESSANDREA","NA","3.19",NA
"2719","ALEX RESIDENCES","Condo","5.7",NA
"2720","AMARANDA GARDEN","Condo","2.84",NA
"2721","AMBER RESIDENCES","Condo","3.44",NA
"2722","ARCHIPELAGO","Condo","3.14",NA
"2723","ARDMORE II","Condo","4.94",NA
"2724","ARDMORE PARK","Condo","5.03",NA
"2725","ARDMORE RESIDENCE","Condo","6.28",NA
"2726","ASPEN HEIGHTS","Condo","2.86",NA
"2727","BISHAN LOFT","Condo","3.27",NA
"2728","BOTANIC GARDENS MANSION","NA","2.62",NA
"2729","BOTANIC GARDENS MANSION","NA","2.62",NA
"2730","BOTANIC LODGE","NA","3.13",NA
"2731","AMBER RESIDENCES","Condo","3.44",NA
"2732","ARCHIPELAGO","Condo","3.14",NA
"2733","ARDMORE II","Condo","4.94",NA
"2734","ARDMORE PARK","Condo","5.03",NA
"2735","ARDMORE RESIDENCE","Condo","6.28",NA
"2736","ASPEN HEIGHTS","Condo","2.86",NA
"2737","BISHAN LOFT","Condo","3.27",NA
"2738","BOTANIC GARDENS MANSION","NA","2.62",NA
"2739","BOTANIC GARDENS MANSION","NA","2.62",NA
"2740","BOTANIC LODGE","NA","3.13",NA
"2741","BOTANNIA","Condo","2.83",NA
"2742","CAIRNHILL NINE","Condo","6.46",NA
"2743","CARABELLE","Condo","3.02",NA
"2744","CARIBBEAN AT KEPPEL BAY","Condo","4.48",NA
"2745","CARIBBEAN AT KEPPEL BAY","Condo","5",NA
"2746","CASPIAN","Condo","2.96",NA
"2747","CASSIA VIEW","NA","2.57",NA
"2748","CASTLE LOFT","NA","2.3",NA
"2749","CENTRAL GROVE","Condo","2.54",NA
"2750","CHANGI RISE","Condo","2.26",NA
"2751","CITY SQUARE RESIDENCES","Condo","4.56",NA
"2752","CITY SQUARE RESIDENCES","Condo","3.68",NA
"2753","CLEMENTI WOODS CONDO","Condo","4.64",NA
"2754","CLIVEDEN AT GRANGE","Condo","3.72",NA
"2755","CLIVEDEN AT GRANGE","Condo","4.88",NA
"2756","CLIVEDEN AT GRANGE","Condo","4.44",NA
"2757","COSTA DEL SOL","Condo","3.2",NA
"2758","COSTA RHU","Condo","3.59",NA
"2759","COTE D'AZUR","Condo","3.61",NA
"2760","CUBE 8","Condo","3.78",NA
"2761","CITY SQUARE RESIDENCES","Condo","4.56",NA
"2762","CITY SQUARE RESIDENCES","Condo","3.68",NA
"2763","CLEMENTI WOODS CONDO","Condo","4.64",NA
"2764","CLIVEDEN AT GRANGE","Condo","3.72",NA
"2765","CLIVEDEN AT GRANGE","Condo","4.88",NA
"2766","CLIVEDEN AT GRANGE","Condo","4.44",NA
"2767","COSTA DEL SOL","Condo","3.2",NA
"2768","COSTA RHU","Condo","3.59",NA
"2769","COTE D'AZUR","Condo","3.61",NA
"2770","CUBE 8","Condo","3.78",NA
"2771","CYAN","Condo","4.26",NA
"2772","CYAN","Condo","4.26",NA
"2773","CYAN","Condo","4.7",NA
"2774","D'ALMIRA","NA","2.56",NA
"2775","D'EVELYN","NA","3.51",NA
"2776","DE LENTE","NA","3.07",NA
"2777","DOMUS","NA","5.7",NA
"2778","DOUBLE BAY RESIDENCES","Condo","2.99",NA
"2779","ECHELON","Condo","5.46",NA
"2780","ECHELON","Condo","4.2",NA
"2781","ECHELON","Condo","4.41",NA
"2782","ECHELON","Condo","5.97",NA
"2783","ECHELON","Condo","6.86",NA
"2784","ECHELON","Condo","5.23",NA
"2785","ECHELON","Condo","5.23",NA
"2786","EIGHT RIVERSUITES","Condo","3.63",NA
"2787","EIGHT RIVERSUITES","Condo","3.18",NA
"2788","EMERALD PARK","Condo","3.33",NA
"2789","ESPADA","Condo","7.16",NA
"2790","ESPADA","Condo","3.39",NA
"2791","ECHELON","Condo","4.41",NA
"2792","ECHELON","Condo","5.97",NA
"2793","ECHELON","Condo","6.86",NA
"2794","ECHELON","Condo","5.23",NA
"2795","ECHELON","Condo","5.23",NA
"2796","EIGHT RIVERSUITES","Condo","3.63",NA
"2797","EIGHT RIVERSUITES","Condo","3.18",NA
"2798","EMERALD PARK","Condo","3.33",NA
"2799","ESPADA","Condo","7.16",NA
"2800","ESPADA","Condo","3.39",NA
"2801","FABER CREST","Condo","2.83",NA
"2802","FLAMINGO VALLEY","Condo","1.96",NA
"2803","FOUR SEASONS PARK","Condo","4.45",NA
"2804","GLORIA MANSION","NA","2.3",NA
"2805","GOLD COAST CONDO","Condo","2.78",NA
"2806","GOLDENHILL PARK CONDOMINIUM","Condo","3",NA
"2807","GRAMERCY PARK","Condo","4.71",NA
"2808","GRANDEUR 8","Condo","2.14",NA
"2809","HAIG COURT","Condo","2.89",NA
"2810","HANA","NA","9.06",NA
"2811","HILLTOP GROVE","Condo","2.18",NA
"2812","ICON","NA","5.51",NA
"2813","ICON","NA","5.33",NA
"2814","ICON","NA","4.81",NA
"2815","ICON","NA","5.8",NA
"2816","ICON","NA","3.74",NA
"2817","KALLANG RIVERSIDE","Condo","4.82",NA
"2818","KALLANG RIVERSIDE","Condo","5.8",NA
"2819","KATONG REGENCY","Condo","3.33",NA
"2820","KATONG REGENCY","Condo","3.57",NA
"2821","HILLTOP GROVE","Condo","2.18",NA
"2822","ICON","NA","5.51",NA
"2823","ICON","NA","5.33",NA
"2824","ICON","NA","4.81",NA
"2825","ICON","NA","5.8",NA
"2826","ICON","NA","3.74",NA
"2827","KALLANG RIVERSIDE","Condo","4.82",NA
"2828","KALLANG RIVERSIDE","Condo","5.8",NA
"2829","KATONG REGENCY","Condo","3.33",NA
"2830","KATONG REGENCY","Condo","3.57",NA
"2831","KELLOCK LODGE","NA","2.85",NA
"2832","KENSINGTON SQUARE","Condo","6.39",NA
"2833","KOVAN REGENCY","Condo","3.18",NA
"2834","LE CRESCENDO","Condo","2.39",NA
"2835","LEONIE SUITES","NA","4.59",NA
"2836","LIBERTE","NA","4.45",NA
"2837","LLOYD MANSION","NA","2.87",NA
"2838","LOTUS @ PAYA LEBAR (EAST WING)","NA","2.85",NA
"2839","MARINA BAY RESIDENCES","NA","5.69",NA
"2840","MARINA BAY SUITES","Condo","4.16",NA
"2841","MARINA BAY SUITES","Condo","4.36",NA
"2842","MARINA ONE","Condo","5.19",NA
"2843","MARINA ONE","Condo","5.93",NA
"2844","MARINA ONE","Condo","4.47",NA
"2845","MERAWOODS","Condo","1.9",NA
"2846","MERAWOODS","Condo","2.06",NA
"2847","MONTEREY PARK","Condo","2.83",NA
"2848","MULBERRY TREE","NA","3.94",NA
"2849","NASSIM PARK RESIDENCES","Condo","6.84",NA
"2850","NIN RESIDENCE","Condo","3.53",NA
"2851","MARINA BAY SUITES","Condo","4.36",NA
"2852","MARINA ONE","Condo","5.19",NA
"2853","MARINA ONE","Condo","5.93",NA
"2854","MARINA ONE","Condo","4.47",NA
"2855","MERAWOODS","Condo","1.9",NA
"2856","MERAWOODS","Condo","2.06",NA
"2857","MONTEREY PARK","Condo","2.83",NA
"2858","MULBERRY TREE","NA","3.94",NA
"2859","NASSIM PARK RESIDENCES","Condo","6.84",NA
"2860","NIN RESIDENCE","Condo","3.53",NA
"2861","NOUVEL 18","Condo","5.33",NA
"2862","ONE SHENTON","Condo","4.69",NA
"2863","ONE SHENTON","Condo","4.98",NA
"2864","ORCHARD SCOTTS","Condo","4.38",NA
"2865","ORCHARD SCOTTS","Condo","5.99",NA
"2866","PALM SPRING","Condo","3.01",NA
"2867","PARC OASIS","Condo","2.69",NA
"2868","PARC SOPHIA","NA","5.27",NA
"2869","PARC VISTA","Condo","2.46",NA
"2870","PARVIS","Condo","4.41",NA
"2871","PARVIS","Condo","4.66",NA
"2872","PATERSON RESIDENCE","Condo","4.87",NA
"2873","PEPYS HILL CONDO","Condo",NA,NA
"2874","PEPYS HILL CONDO","Condo","2.23",NA
"2875","PINNACLE 16","NA","3.78",NA
"2876","Q BAY RESIDENCES","Condo","3.13",NA
"2877","QUEENS","Condo","4.05",NA
"2878","REFLECTIONS AT KEPPEL BAY","Condo","5.29",NA
"2879","REGENT RESIDENCES","NA","3.63",NA
"2880","RICHMOND PARK","Condo",NA,NA
"2881","PARVIS","Condo","4.66",NA
"2882","PATERSON RESIDENCE","Condo","4.87",NA
"2883","PEPYS HILL CONDO","Condo",NA,NA
"2884","PEPYS HILL CONDO","Condo","2.23",NA
"2885","PINNACLE 16","NA","3.78",NA
"2886","Q BAY RESIDENCES","Condo","3.13",NA
"2887","QUEENS","Condo","4.05",NA
"2888","REFLECTIONS AT KEPPEL BAY","Condo","5.29",NA
"2889","REGENT RESIDENCES","NA","3.63",NA
"2890","RICHMOND PARK","Condo",NA,NA
"2891","RICHMOND PARK","Condo","3.8",NA
"2892","RIVER PLACE","Condo","2.93",NA
"2893","RIVER PLACE","Condo","4.03",NA
"2894","RIVER PLACE","Condo","4.14",NA
"2895","ROSEWOOD","Condo","2.37",NA
"2896","RV RESIDENCES","Condo","6.19",NA
"2897","RV RESIDENCES","Condo","4.5",NA
"2898","SANCTUARY GREEN","Condo","2.97",NA
"2899","SANCTUARY GREEN","Condo","3.65",NA
"2900","SARKIES GREEN","NA","5.18",NA
"2901","SEAHILL","NA","3.54",NA
"2902","SILVERSEA","Condo","3.26",NA
"2903","SIMS URBAN OASIS","Condo","4.11",NA
"2904","SKIES MILTONIA","Condo","2.32",NA
"2905","SKY VUE","Condo","4.14",NA
"2906","SKYSUITES @ ANSON","NA","6",NA
"2907","SPANISH VILLAGE","Condo","2.25",NA
"2908","SPOTTISWOODE 18","NA","6.43",NA
"2909","SPRINGVALE","NA","9.19",NA
"2910","SUITES @ AMBER","NA","3.17",NA
"2911","SEAHILL","NA","3.54",NA
"2912","SILVERSEA","Condo","3.26",NA
"2913","SIMS URBAN OASIS","Condo","4.11",NA
"2914","SKIES MILTONIA","Condo","2.32",NA
"2915","SKY VUE","Condo","4.14",NA
"2916","SKYSUITES @ ANSON","NA","6",NA
"2917","SPANISH VILLAGE","Condo","2.25",NA
"2918","SPOTTISWOODE 18","NA","6.43",NA
"2919","SPRINGVALE","NA","9.19",NA
"2920","SUITES @ AMBER","NA","3.17",NA
"2921","SUITES AT ORCHARD","NA",NA,NA
"2922","SYMPHONY SUITES","Condo","3.69",NA
"2923","SYMPHONY SUITES","Condo","3.56",NA
"2924","SYMPHONY SUITES","Condo","2.95",NA
"2925","TANAMERA CREST","Condo","2.49",NA
"2926","TANAMERA CREST","Condo","2.3",NA
"2927","THE BALMORAL SPRING","NA",NA,NA
"2928","THE BAYSHORE","Condo","3.05",NA
"2929","THE BENCOOLEN","NA","6",NA
"2930","THE BENCOOLEN","NA","5.31",NA
"2931","THE BLOSSOMVALE","Condo","3.21",NA
"2932","THE CASCADIA","Condo","2.87",NA
"2933","THE CENTRIS","NA","3.33",NA
"2934","THE CLIFT","NA","6.83",NA
"2935","THE CLIFT","NA","6.52",NA
"2936","THE CLIFT","NA","5.13",NA
"2937","THE CLIFT","NA","6.26",NA
"2938","THE COAST AT SENTOSA COVE","Condo","3.95",NA
"2939","THE COSMOPOLITAN","Condo","4.47",NA
"2940","THE ESTUARY","Condo","2.7",NA
"2941","THE BLOSSOMVALE","Condo","3.21",NA
"2942","THE CASCADIA","Condo","2.87",NA
"2943","THE CENTRIS","NA","3.33",NA
"2944","THE CLIFT","NA","6.83",NA
"2945","THE CLIFT","NA","6.52",NA
"2946","THE CLIFT","NA","5.13",NA
"2947","THE CLIFT","NA","6.26",NA
"2948","THE COAST AT SENTOSA COVE","Condo","3.95",NA
"2949","THE COSMOPOLITAN","Condo","4.47",NA
"2950","THE ESTUARY","Condo","2.7",NA
"2951","THE FORD @ HOLLAND","Condo","2.52",NA
"2952","THE INSPIRA","Condo","4.27",NA
"2953","THE INTERLACE","Condo","2.87",NA
"2954","THE LAKEFRONT RESIDENCES","Condo","4.02",NA
"2955","THE MARBELLA","Condo","3.57",NA
"2956","THE MARBELLA","Condo","3.73",NA
"2957","THE METROPOLITAN","Condo","5.46",NA
"2958","THE METROPOLITAN","Condo","5.41",NA
"2959","THE METZ","Condo","5.85",NA
"2960","THE OLIV","NA",NA,NA
"2961","THE ORIENT","NA","4.04",NA
"2962","THE PARC CONDOMINIUM","Condo","3.16",NA
"2963","THE PEAK @ CAIRNHILL I","NA","5.69",NA
"2964","THE PEAK @ CAIRNHILL II","NA","4.42",NA
"2965","THE PEAK @ CAIRNHILL II","NA","4.42",NA
"2966","THE PIER @ ROBERTSON","NA","5.02",NA
"2967","THE PIER @ ROBERTSON","NA","5.01",NA
"2968","THE PINNACLE @ DUXTON","NA","3.45",NA
"2969","THE POIZ RESIDENCES","Condo",NA,NA
"2970","THE POIZ RESIDENCES","Condo",NA,NA
"2971","THE ORIENT","NA","4.04",NA
"2972","THE PARC CONDOMINIUM","Condo","3.16",NA
"2973","THE PEAK @ CAIRNHILL I","NA","5.69",NA
"2974","THE PEAK @ CAIRNHILL II","NA","4.42",NA
"2975","THE PEAK @ CAIRNHILL II","NA","4.42",NA
"2976","THE PIER @ ROBERTSON","NA","5.02",NA
"2977","THE PIER @ ROBERTSON","NA","5.01",NA
"2978","THE PINNACLE @ DUXTON","NA","3.45",NA
"2979","THE POIZ RESIDENCES","Condo",NA,NA
"2980","THE POIZ RESIDENCES","Condo",NA,NA
"2981","THE POIZ RESIDENCES","Condo",NA,NA
"2982","THE POIZ RESIDENCES","Condo","2.12",NA
"2983","THE POIZ RESIDENCES","Condo","4.65",NA
"2984","THE POIZ RESIDENCES","Condo","3.88",NA
"2985","THE POIZ RESIDENCES","Condo","4.83",NA
"2986","THE POIZ RESIDENCES","Condo","3.74",NA
"2987","THE POIZ RESIDENCES","Condo","3.8",NA
"2988","THE POIZ RESIDENCES","Condo","4.27",NA
"2989","THE POIZ RESIDENCES","Condo","3.72",NA
"2990","THE POIZ RESIDENCES","Condo","4.27",NA
"2991","THE POIZ RESIDENCES","Condo","4.65",NA
"2992","THE POIZ RESIDENCES","Condo","3.85",NA
"2993","THE POIZ RESIDENCES","Condo","4.49",NA
"2994","THE POIZ RESIDENCES","Condo","4.83",NA
"2995","THE POIZ RESIDENCES","Condo","4.52",NA
"2996","THE POIZ RESIDENCES","Condo","5.17",NA
"2997","THE POIZ RESIDENCES","Condo","4.22",NA
"2998","THE POIZ RESIDENCES","Condo","4.76",NA
"2999","THE POIZ RESIDENCES","Condo","3.49",NA
"3000","THE POIZ RESIDENCES","Condo","4.11",NA
"3001","THE POIZ RESIDENCES","Condo","4.65",NA
"3002","THE POIZ RESIDENCES","Condo","3.85",NA
"3003","THE POIZ RESIDENCES","Condo","4.49",NA
"3004","THE POIZ RESIDENCES","Condo","4.83",NA
"3005","THE POIZ RESIDENCES","Condo","4.52",NA
"3006","THE POIZ RESIDENCES","Condo","5.17",NA
"3007","THE POIZ RESIDENCES","Condo","4.22",NA
"3008","THE POIZ RESIDENCES","Condo","4.76",NA
"3009","THE POIZ RESIDENCES","Condo","3.49",NA
"3010","THE POIZ RESIDENCES","Condo","4.11",NA
"3011","THE POIZ RESIDENCES","Condo","3.98",NA
"3012","THE POIZ RESIDENCES","Condo","4.52",NA
"3013","THE POIZ RESIDENCES","Condo","3.86",NA
"3014","THE POIZ RESIDENCES","Condo","4.26",NA
"3015","THE POIZ RESIDENCES","Condo","3.65",NA
"3016","THE POIZ RESIDENCES","Condo","4.52",NA
"3017","THE REGALIA","NA","3.29",NA
"3018","THE RIVERINE BY THE PARK","NA","3.98",NA
"3019","THE SAIL @ MARINA BAY","NA","4.57",NA
"3020","THE SAIL @ MARINA BAY","NA","5.81",NA
"3021","THE SAIL @ MARINA BAY","NA","3.52",NA
"3022","THE SAIL @ MARINA BAY","NA","6.51",NA
"3023","THE TENNERY","Condo","3.02",NA
"3024","THE TENNERY","Condo","3.48",NA
"3025","THE TRIZON","Condo","3.89",NA
"3026","THE TRIZON","Condo","3.94",NA
"3027","THE TRIZON","Condo","3.35",NA
"3028","THE TRIZON","Condo","3.94",NA
"3029","THE TRUMPS","Condo","2.87",NA
"3030","THE WATERSIDE","Condo","2.34",NA
"3031","THE SAIL @ MARINA BAY","NA","3.52",NA
"3032","THE SAIL @ MARINA BAY","NA","6.51",NA
"3033","THE TENNERY","Condo","3.02",NA
"3034","THE TENNERY","Condo","3.48",NA
"3035","THE TRIZON","Condo","3.89",NA
"3036","THE TRIZON","Condo","3.94",NA
"3037","THE TRIZON","Condo","3.35",NA
"3038","THE TRIZON","Condo","3.94",NA
"3039","THE TRUMPS","Condo","2.87",NA
"3040","THE WATERSIDE","Condo","2.34",NA
"3041","THREE BALMORAL","Condo","5.55",NA
"3042","TIARA","Condo","3.35",NA
"3043","TRE RESIDENCES","Condo","4.07",NA
"3044","TREVISTA","Condo","3.6",NA
"3045","TRIBECA BY THE WATERFRONT","Condo","5.79",NA
"3046","UE SQUARE","NA","3.48",NA
"3047","URBANA","Condo","4.14",NA
"3048","URBANEDGE @ HOLLAND V","NA","3.21",NA
"3049","VALLEY PARK","Condo","3.5",NA
"3050","VARSITY PARK","Condo","3.64",NA
"3051","VERDURE","Condo","3.59",NA
"3052","VIDA","NA","4.41",NA
"3053","VILLA MARINA","Condo","2.97",NA
"3054","VILLA MARINA","Condo","2.37",NA
"3055","VISIONCREST RESIDENCE","NA","4.82",NA
"3056","VISIONCREST RESIDENCE","NA","4.86",NA
"3057","VIZ @ HOLLAND","Condo","3.34",NA
"3058","WATERBANK AT DAKOTA","Condo","4.81",NA
"3059","WATERBANK AT DAKOTA","Condo","4.25",NA
"3060","WATERFRONT GOLD","Condo","3.41",NA
"3061","VERDURE","Condo","3.59",NA
"3062","VIDA","NA","4.41",NA
"3063","VILLA MARINA","Condo","2.97",NA
"3064","VILLA MARINA","Condo","2.37",NA
"3065","VISIONCREST RESIDENCE","NA","4.82",NA
"3066","VISIONCREST RESIDENCE","NA","4.86",NA
"3067","VIZ @ HOLLAND","Condo","3.34",NA
"3068","WATERBANK AT DAKOTA","Condo","4.81",NA
"3069","WATERBANK AT DAKOTA","Condo","4.25",NA
"3070","WATERFRONT GOLD","Condo","3.41",NA
"3071","WATERMARK @ ROBERTSON QUAY","Condo","4.81",NA
"3072","WATERSCAPE AT CAVENAGH","NA","4.05",NA
"3073","ANG MO KIO AVENUE 4","NA",NA,NA
"3074","JURONG WEST STREET 64","NA","2.45",NA
"3075","MONTREAL DRIVE","NA","2.06",NA
"3076","BOON COURT","NA","1.93",NA
"3077","CITYLIGHTS","Condo","5.18",NA
"3078","D'LEEDON","Condo","4.48",NA
"3079","PARC EMILY","Condo","5.04",NA
"3080","SOMMERVILLE PARK","Condo","3.45",NA
"3081","TEMBELING RESIDENCE","NA","2.82",NA
"3082","BUKIT BATOK WEST AVENUE 5","NA","1.81",NA
"3083","ANGSANA PARK","NA","2.07",NA
"3084","BRADDELL HEIGHTS ESTATE","NA","1.66",NA
"3085","LORONG G TELOK KURAU","NA",NA,NA
"3086","LORONG G TELOK KURAU","NA",NA,NA
"3087","PUNGGOL","NA",NA,NA
"3088","SIGLAP ROAD","NA",NA,NA
"3089","WIMBORNE VILLA","NA","2.09",NA
"3090","ALEXANDRA CENTRAL","NA","10.31",NA
"3091","TEMBELING RESIDENCE","NA","2.82",NA
"3092","BUKIT BATOK WEST AVENUE 5","NA","1.81",NA
"3093","ANGSANA PARK","NA","2.07",NA
"3094","BRADDELL HEIGHTS ESTATE","NA","1.66",NA
"3095","LORONG G TELOK KURAU","NA",NA,NA
"3096","LORONG G TELOK KURAU","NA",NA,NA
"3097","PUNGGOL","NA",NA,NA
"3098","SIGLAP ROAD","NA",NA,NA
"3099","WIMBORNE VILLA","NA","2.09",NA
"3100","ALEXANDRA CENTRAL","NA","10.31",NA
"3101","ALEXANDRA CENTRAL","NA","13.33",NA
"3102","AMOY STREET","NA","11.67",NA
"3103","ANG MO KIO CENTRAL","NA",NA,NA
"3104","ANG MO KIO INDUSTRIAL PARK 2","NA","2.2",NA
"3105","ARC 380","NA","6.5",NA
"3106","ARC 380","NA","6.5",NA
"3107","ARC 380","NA","6.5",NA
"3108","BOAT QUAY","NA","9.48",NA
"3109","BOAT QUAY","NA","5",NA
"3110","BOON LAY SHOPPING CENTRE","NA",NA,NA
"3111","BUGIS VILLAGE","NA","4.01",NA
"3112","CECIL COURT","NA","5.46",NA
"3113","CECIL COURT","NA","5.42",NA
"3114","CECIL COURT","NA","5.4",NA
"3115","CECIL COURT","NA","5.56",NA
"3116","CECIL STREET","NA","5.91",NA
"3117","CECIL STREET","NA","5.89",NA
"3118","CENTRAL MALL","NA","6.79",NA
"3119","CHANGI ROAD","NA",NA,NA
"3120","CHINATOWN","NA","3.17",NA
"3121","BUGIS VILLAGE","NA","4.01",NA
"3122","CECIL COURT","NA","5.46",NA
"3123","CECIL COURT","NA","5.42",NA
"3124","CECIL COURT","NA","5.4",NA
"3125","CECIL COURT","NA","5.56",NA
"3126","CECIL STREET","NA","5.91",NA
"3127","CECIL STREET","NA","5.89",NA
"3128","CENTRAL MALL","NA","6.79",NA
"3129","CHANGI ROAD","NA",NA,NA
"3130","CHINATOWN","NA","3.17",NA
"3131","CHYE SING BUILDING","NA","4.84",NA
"3132","CHYE SING BUILDING","NA","4.5",NA
"3133","CIRCULAR ROAD","NA","12.73",NA
"3134","CLEMENTI","NA","8.33",NA
"3135","CLEMENTI AVENUE 3","NA","4.01",NA
"3136","CLIFFORD CENTRE","NA","7.86",NA
"3137","CLIFFORD CENTRE","NA","7.88",NA
"3138","CLIFFORD CENTRE","NA","7.95",NA
"3139","CLIFFORD CENTRE","NA","7.95",NA
"3140","CLIFFORD CENTRE","NA","7.49",NA
"3141","CLIFFORD CENTRE","NA","7.53",NA
"3142","CLIFFORD CENTRE","NA","7.53",NA
"3143","CLIFFORD CENTRE","NA","7.01",NA
"3144","CLUB STREET","NA","4.9",NA
"3145","CRYSTAL TIME BUILDING","NA","2.52",NA
"3146","ELITE INDUSTRIAL BUILDING I","NA","1.6",NA
"3147","EON SHENTON","NA","4.84",NA
"3148","EON SHENTON","NA","5.88",NA
"3149","EON SHENTON","NA","5.23",NA
"3150","EON SHENTON","NA","6.35",NA
"3151","CLIFFORD CENTRE","NA","7.53",NA
"3152","CLIFFORD CENTRE","NA","7.53",NA
"3153","CLIFFORD CENTRE","NA","7.01",NA
"3154","CLUB STREET","NA","4.9",NA
"3155","CRYSTAL TIME BUILDING","NA","2.52",NA
"3156","ELITE INDUSTRIAL BUILDING I","NA","1.6",NA
"3157","EON SHENTON","NA","4.84",NA
"3158","EON SHENTON","NA","5.88",NA
"3159","EON SHENTON","NA","5.23",NA
"3160","EON SHENTON","NA","6.35",NA
"3161","EON SHENTON","NA","6.32",NA
"3162","EON SHENTON","NA","6.29",NA
"3163","EUNOS TECHPARK","NA","2.1",NA
"3164","FAR EAST SQUARE","NA","7.5",NA
"3165","FAR EAST SQUARE","NA","7.43",NA
"3166","FAR EAST SQUARE","NA","6.21",NA
"3167","FINLAYSON GREEN","NA","8.11",NA
"3168","FOOD XCHANGE @ ADMIRALTY","NA","2.11",NA
"3169","FOOD XCHANGE @ ADMIRALTY","NA","1.93",NA
"3170","FOOD XCHANGE @ ADMIRALTY","NA","2.11",NA
"3171","FURAMA CITY CENTRE","NA","5.4",NA
"3172","GATEWAY EAST","NA","7.31",NA
"3173","GEYLANG ROAD","NA","3.45",NA
"3174","GOLDEN MILE TOWER","NA",NA,NA
"3175","GOLDEN MILE TOWER","NA",NA,NA
"3176","GOLDEN MILE TOWER","NA",NA,NA
"3177","HENDERSON","NA","2.58",NA
"3178","HENDERSON INDUSTRIAL PARK","NA","1.5",NA
"3179","HOUGANG STREET 21","NA","4",NA
"3180","INTERLOCAL CENTRE","NA","2.8",NA
"3181","FURAMA CITY CENTRE","NA","5.4",NA
"3182","GATEWAY EAST","NA","7.31",NA
"3183","GEYLANG ROAD","NA","3.45",NA
"3184","GOLDEN MILE TOWER","NA",NA,NA
"3185","GOLDEN MILE TOWER","NA",NA,NA
"3186","GOLDEN MILE TOWER","NA",NA,NA
"3187","HENDERSON","NA","2.58",NA
"3188","HENDERSON INDUSTRIAL PARK","NA","1.5",NA
"3189","HOUGANG STREET 21","NA","4",NA
"3190","INTERLOCAL CENTRE","NA","2.8",NA
"3191","INTERNATIONAL PLAZA","NA",NA,NA
"3192","INTERNATIONAL ROAD","NA","1.27",NA
"3193","ISPACE","NA","3.68",NA
"3194","JIT POH BUILDING","NA","5.5",NA
"3195","JIT POH BUILDING","NA","5.5",NA
"3196","JIT POH BUILDING","NA","5.5",NA
"3197","JIT POH BUILDING","NA","5.5",NA
"3198","JURONG FOOD HUB","NA","2.7",NA
"3199","KA FOODLINK","NA","3.5",NA
"3200","KA FOODLINK","NA","3.18",NA
"3201","KECK SENG TOWER","NA","5.9",NA
"3202","KECK SENG TOWER","NA","5.71",NA
"3203","KECK SENG TOWER","NA","6.03",NA
"3204","KECK SENG TOWER","NA","5.7",NA
"3205","KINGSFORD WATERBAY","NA",NA,NA
"3206","KRANJI LINK","NA","1.64",NA
"3207","LIAN HUAT BUILDING","NA","4.5",NA
"3208","LIAN HUAT BUILDING","NA","4.57",NA
"3209","LITTLE ROAD","NA","2.08",NA
"3210","LUCKY PLAZA","NA","23",NA
"3211","KECK SENG TOWER","NA","5.9",NA
"3212","KECK SENG TOWER","NA","5.71",NA
"3213","KECK SENG TOWER","NA","6.03",NA
"3214","KECK SENG TOWER","NA","5.7",NA
"3215","KINGSFORD WATERBAY","NA",NA,NA
"3216","KRANJI LINK","NA","1.64",NA
"3217","LIAN HUAT BUILDING","NA","4.5",NA
"3218","LIAN HUAT BUILDING","NA","4.57",NA
"3219","LITTLE ROAD","NA","2.08",NA
"3220","LUCKY PLAZA","NA","23",NA
"3221","LUCKY PLAZA","NA","23",NA
"3222","MANDAI FOODLINK","NA","2",NA
"3223","MANDAI FOODLINK","NA","1.84",NA
"3224","MEGA @ WOODLANDS","NA","1.74",NA
"3225","NEWEST","NA","9",NA
"3226","NEYTHAL ROAD","NA","0.88",NA
"3227","NORTHSTAR @ AMK","NA","1.84",NA
"3228","NORTHSTAR @ AMK","NA","1.85",NA
"3229","NORTHSTAR @ AMK","NA","1.67",NA
"3230","OCBC CENTRE","NA","9.88",NA
"3231","OCBC CENTRE","NA","9.26",NA
"3232","OCBC CENTRE","NA","8.98",NA
"3233","OCBC CENTRE","NA","9.15",NA
"3234","OCBC CENTRE","NA","9.53",NA
"3235","ONE COMMONWEALTH","NA","3.2",NA
